Sub	URI	blank
Art as a profession.	http://example.org/1080900#Topic650-19
Art--Vocational guidance.	http://example.org/1080900#Topic650-20
Art--Censorship--Chronology.	http://example.org/1080973#Topic650-25
Art museums--England--London.	http://example.org/1077488#Topic650-20
Art museums--New York (State)--New York.	http://example.org/1077419#Topic650-20
Art museums--France--Paris.	http://example.org/1077526#Topic650-20
Art--Collectors and collecting.	http://example.org/1080943#Topic650-19
Art--Private collections.	http://example.org/1080943#Topic650-20
Art--United States.	http://example.org/1080943#Topic650-21
Art.	http://example.org/1081326#Topic650-18
Aesthetics.	http://example.org/1081326#Topic650-19
Art--Illinois--History.	http://example.org/1051527#Topic650-21
Architecture--Illinois--History.	http://example.org/1051527#Topic650-22
Art criticism.	http://example.org/1080696#Topic650-19
Art deco--Exhibitions.	http://example.org/101911#Topic650-17
Art, Romanesque.	http://example.org/1077689#Topic650-18
Art, Gothic.	http://example.org/1077689#Topic650-19
Folk art--Italy.	http://example.org/1081344#Topic650-20
Art--Asturias.	http://example.org/1081535#Topic650-18
Architecture--Asturias.	http://example.org/1081535#Topic650-19
Painting--Early works to 1800.	http://example.org/1086447#Topic650-18
Maya language.	http://example.org/1029578#Topic650-21
Art--Peru--History.	http://example.org/1078065#Topic650-19
Birds--Literary collections.	http://example.org/1059224#Topic650-18
Paleography.	http://example.org/1036036#Topic650-20
Manuscripts, Latin.	http://example.org/1036036#Topic650-21
Manuscripts, Italian.	http://example.org/1036036#Topic650-22
Art.	http://example.org/1080733#Topic650-17
Art--Study and teaching.	http://example.org/1079386#Topic650-18
Art--Study and teaching.	http://example.org/1078227#Topic650-18
Education.	http://example.org/1078227#Topic650-19
Art--Study and teaching (Elementary)	http://example.org/1078263#Topic650-19
Art--Study and teaching.	http://example.org/1076639#Topic650-25
Art--Italy--History.	http://example.org/1076872#Topic650-19
Art, Roman--Exhibitions.	http://example.org/1076891#Topic650-19
Chol language--Texts.	http://example.org/1029567#Topic650-21
Philosophy--Collections.	http://example.org/1094283#Topic650-18
Art, Abstract.	http://example.org/1080735#Topic650-18
Art.	http://example.org/1080735#Topic650-19
Law--Germany--History and criticism.	http://example.org/1048817#Topic650-19
Art--Chiana River Valley (Italy).	http://example.org/1079072#Topic650-18
Art, Italian--Exhibitions.	http://example.org/1079072#Topic650-19
Statues--Middle East.	http://example.org/1012918#Topic650-19
Sculpture, Greek.	http://example.org/1012918#Topic650-20
Sculpture, Roman.	http://example.org/1012918#Topic650-21
Painting--History.	http://example.org/1077719#Topic650-18
Art--History.	http://example.org/1077719#Topic650-19
Art, Modern--20th century.	http://example.org/1061350#Topic650-19
Semantics.	http://example.org/1061350#Topic650-20
Pop art.	http://example.org/1061350#Topic650-21
Sculpture, Primitive--Exhibitions.	http://example.org/1081751#Topic650-17
Arteries--Diseases.	http://example.org/1044108#Topic650-21
Arteriosclerosis.	http://example.org/1044108#Topic650-22
City planning--Louisiana--New Orleans.	http://example.org/1083821#Topic650-19
Communication and traffic--Louisiana--New Orleans.	http://example.org/1083821#Topic650-20
Blood-vessels--Congresses.	http://example.org/101951#Topic650-18
Cardiovascular agents--Diseases.	http://example.org/101951#Topic650-19
Mural painting and decoration, Catalan.	http://example.org/1087031#Topic650-18
