Sub	URI	blank
Choruses, Secular (Unison) with piano.	http://example.org/1040333#Topic650-18
Children's songs.	http://example.org/1040939#Topic650-17
School music--Instruction and study.--Juvenile literature.	http://example.org/1045323#Topic650-22
Children's songs.--Juvenile literature.	http://example.org/1045323#Topic650-23
Songs, Kankanay.	http://example.org/1099428#Topic650-18
Kankanay language.	http://example.org/1099428#Topic650-19
Folk songs, Aboriginal Australian.	http://example.org/1083275#Topic650-19
Children's songs.	http://example.org/1069336#Topic650-17
Songs--United States.	http://example.org/1051318#Topic650-21
Songs, English.	http://example.org/1051318#Topic650-22
Songs, Norwegian.	http://example.org/1040321#Topic650-18
Songs, Danish.	http://example.org/1040321#Topic650-19
War songs--United States--Bibliography.	http://example.org/1062589#Topic650-23
Peace--Songs and music--Bibliography.	http://example.org/1062589#Topic650-24
Protest songs--Bibliography.	http://example.org/1062589#Topic650-25
Protest songs--Discography.	http://example.org/1062589#Topic650-26
Radicalism--Songs and music--Bibliography.	http://example.org/1062589#Topic650-27
Radicalism--Songs and music--Discography.	http://example.org/1062589#Topic650-28
Songs, Swedish.	http://example.org/1040323#Topic650-18
Songs, Finnish.	http://example.org/1040323#Topic650-19
Children's songs.	http://example.org/1002468#Topic650-18
School music.	http://example.org/1002468#Topic650-19
School songbooks.	http://example.org/1042173#Topic650-18
National songs--Great Britain.	http://example.org/1042173#Topic650-19
Indians of North America--Great Plains--Music.	http://example.org/1082868#Topic650-22
Teton Indians--Music.	http://example.org/1082868#Topic650-23
Teton Indians--Religion and mythology.	http://example.org/1082868#Topic650-24
Music, Polynesian.	http://example.org/1083276#Topic650-18
Music, Primitive.	http://example.org/1083276#Topic650-19
Birdsongs.	http://example.org/103207#Topic650-20
Birds--West (U.S.)	http://example.org/103207#Topic650-21
Songs--Bibliography.	http://example.org/1081978#Topic650-19
School songbooks.	http://example.org/1042158#Topic650-17
Soviet literature--Translations into Ukrainian.	http://example.org/1014020#Topic650-16
Law--History.	http://example.org/1050686#Topic650-17
Law--Germany.	http://example.org/1050686#Topic650-18
Women--United States--Biography.	http://example.org/1031775#Topic650-23
Sailors.	http://example.org/1063337#Topic650-18
Arabs.	http://example.org/1063337#Topic650-19
Voyages and travels.	http://example.org/1063337#Topic650-20
Adventure and adventurers.	http://example.org/1063337#Topic650-21
Power (Social sciences)	http://example.org/1046067#Topic650-19
Youth--Central America.	http://example.org/1046067#Topic650-20
Printing.	http://example.org/1020406#Topic650-18
Miniature objects, Senufo.	http://example.org/1089047#Topic650-19
Bronzes, Senufo.	http://example.org/1089047#Topic650-20
Fetishism.	http://example.org/1089047#Topic650-21
Wages and labor productivity--Soviet Union.	http://example.org/1000035#Topic650-20
Criminal investigation.	http://example.org/1035072#Topic650-19
Theology--History.	http://example.org/105845#Topic650-18
Church history.	http://example.org/105845#Topic650-19
Mythology, Greek, in literature.	http://example.org/1090653#Topic650-19
Heroes in literature.	http://example.org/1090653#Topic650-20
Tragedy.	http://example.org/1090653#Topic650-21
Pessimism.	http://example.org/1090654#Topic650-20
Sopoćani (Monastery)	http://example.org/1083765#Topic650-19
Georgian language--Grammar, Comparative--Russian.	http://example.org/1098311#Topic650-19
Russian language--Grammar, Comparative--Georgian.	http://example.org/1098311#Topic650-20
Kazakh language--Grammar, Comprative--Russian.	http://example.org/1099101#Topic650-18
Russian language--Grammar, Comparative--Kazakh.	http://example.org/1099101#Topic650-19
Russian language--Grammar, Comparative--Latvian.	http://example.org/1012106#Topic650-17
Latvian language--Grammar, Comparative--Russian.	http://example.org/1012106#Topic650-18
Labor unions--Soviet Union.	http://example.org/1000829#Topic650-19
Communists--Soviet Union.	http://example.org/1000829#Topic650-20
Sorbian languages--Dialects--Texts.	http://example.org/1096256#Topic650-18
Tales, Wendic.	http://example.org/1096278#Topic650-18
Folklore--Serbia.	http://example.org/1096277#Topic650-19
Sorbs--Music--History and criticism.	http://example.org/1096275#Topic650-22
Folk music--Germany (East)--Lusatia--History and criticism.	http://example.org/1096275#Topic650-23
Musical instruments--Germany (East)--Lusatia--History.	http://example.org/1096275#Topic650-24
Witchcraft--France.	http://example.org/101414#Topic650-20
History--Philosophy.	http://example.org/1053428#Topic650-22
Cooperation--Caucasus, South.	http://example.org/1051613#Topic650-20
Ukrainians--United States.	http://example.org/1031887#Topic650-19
Indic literature--History and criticism.	http://example.org/1098802#Topic650-19
Vocabulary.	http://example.org/1092951#Topic650-18
French language--Semantics.	http://example.org/1092951#Topic650-19
Communication.	http://example.org/1088847#Topic650-19
Reading (Secondary)	http://example.org/1035638#Topic650-18
Reading (Adult education)	http://example.org/1035638#Topic650-19
Differential equations.	http://example.org/1064942#Topic650-17
Students--United States.	http://example.org/1069362#Topic650-19
Power resources--Europe, Eastern.	http://example.org/1059323#Topic650-20
Labor--Soviet Union--Bibliography.	http://example.org/1049053#Topic650-21
Labor movement--Soviet Union--Bibliography.	http://example.org/1049053#Topic650-22
Working class--Soviet Union--Bibliography.	http://example.org/1049053#Topic650-23
Socialism--Soviet Union--Bibliography.	http://example.org/1049053#Topic650-24
Socialism--Bibliography.	http://example.org/1038422#Topic650-19
Socialism--Soviet Union--History--Sources.	http://example.org/1071177#Topic650-19
Communism and art.	http://example.org/1079277#Topic650-19
Art, Russian.	http://example.org/1079277#Topic650-20
Art, Russian--20th century.	http://example.org/1079277#Topic650-21
Communist state.	http://example.org/1042296#Topic650-20
Money--Soviet Union.	http://example.org/1017922#Topic650-20
Currency question--Soviet Union.	http://example.org/1017922#Topic650-21
Labor--Soviet Union.	http://example.org/1001531#Topic650-20
Labor movement--Soviet Union.	http://example.org/1001531#Topic650-21
Working class--Soviet Union.	http://example.org/1001531#Topic650-22
Industrial management--Soviet Union.	http://example.org/1001531#Topic650-23
Socialism--Soviet Union--History.	http://example.org/1038413#Topic650-19
Socialism--Soviet Union--History.	http://example.org/1034817#Topic650-19
Communist state.	http://example.org/1050655#Topic650-20
Land tenure--Communist countries.	http://example.org/1040709#Topic650-19
Rent (Economic theory)	http://example.org/1040709#Topic650-20
Communist state.	http://example.org/1050852#Topic650-20
Education--Kazakhstan--History.	http://example.org/1061310#Topic650-19
Communist state.	http://example.org/1038618#Topic650-19
Communist revisionism.	http://example.org/1038618#Topic650-20
Communist state.	http://example.org/1042291#Topic650-19
Communism and society.	http://example.org/1040654#Topic650-19
Self-interest.	http://example.org/1040654#Topic650-20
Communism and society.	http://example.org/1040677#Topic650-19
Socialism--Soviet Union.	http://example.org/1038573#Topic650-19
Socialism--Germany (West)	http://example.org/1037926#Topic650-19
Socialism--Austria.	http://example.org/1037926#Topic650-20
Socialism--France.	http://example.org/1037926#Topic650-21
Literacy--Soviet Union.	http://example.org/1071239#Topic650-20
Socialism and education.	http://example.org/1071239#Topic650-21
Church and social problems--Catholic Church.	http://example.org/1025319#Topic650-20
Social psychology.	http://example.org/1023034#Topic650-20
Social classes--Russia (Federation)--Siberia.	http://example.org/1028351#Topic650-19
Sociology, Rural.	http://example.org/1034013#Topic650-19
Cities and towns--Soviet Union.	http://example.org/1031590#Topic650-20
Labor--Soviet Union.	http://example.org/1001535#Topic650-20
Labor movement--Soviet Union.	http://example.org/1001535#Topic650-21
Working class--Soviet Union.	http://example.org/1001535#Topic650-22
Labor--United States.	http://example.org/1001535#Topic650-23
Labor movement--United States.	http://example.org/1001535#Topic650-24
Working class--United States.	http://example.org/1001535#Topic650-25
Artisans--India.	http://example.org/1010755#Topic650-21
Economic geography.	http://example.org/1007661#Topic650-18
Cartography.	http://example.org/1007661#Topic650-19
Urbanization--Soviet Union.	http://example.org/1031595#Topic650-20
