Sub	URI	blank
Abbeys--Europe.	http://example.org/1084268#Topic650-24
Painting, Italian.	http://example.org/1086629#Topic650-18
Clothing and dress in art.	http://example.org/1086629#Topic650-19
Inscriptions, Linear B--Greece--Knossos (Extinct city)--Indexes.	http://example.org/1089763#Topic650-25
Inscriptions, Linear B--Greece--Crete.	http://example.org/1089763#Topic650-26
Abbreviations, English.	http://example.org/1019263#Topic650-25
Acronyms.	http://example.org/1019263#Topic650-26
Signs and symbols.	http://example.org/1019263#Topic650-27
Associations, institutions, etc.--Africa--Abbreviations.	http://example.org/1089475#Topic650-22
Abbreviations, French.	http://example.org/1089475#Topic650-23
Abbreviations--Latin America.	http://example.org/1089476#Topic650-22
Press--Latin America.	http://example.org/1089476#Topic650-23
Wages--Taxation--Czechoslovakia--Outlines, syllabi, etc.	http://example.org/1058475#Topic650-20
Divorce--United States.	http://example.org/1029943#Topic650-19
Divorce.	http://example.org/1029943#Topic650-20
Discrimination in employment--Law and legislation--United States.	http://example.org/1078766#Topic650-21
Motion picture projection.	http://example.org/1061260#Topic650-18
Visual education.	http://example.org/1061260#Topic650-19
Alphabet--Juvenile literature.	http://example.org/100981#Topic650-18
Alphabet.	http://example.org/100981#Topic650-19
Girls.	http://example.org/100981#Topic650-20
Occupations.	http://example.org/100981#Topic650-21
Rif Revolt, 1921-1926--Congresses.	http://example.org/104615#Topic650-18
Abdomen--Wounds and injuries.	http://example.org/1058750#Topic650-20
Abdomen--Surgery.	http://example.org/1021703#Topic650-20
Abdomen--Diseases--Diagnosis.	http://example.org/101175#Topic650-18
Diagnostic ultrasonic imaging.	http://example.org/101175#Topic650-19
Greek language, Hellenistic (B.C. 300-A. D. 600)--Grammar.	http://example.org/1079562#Topic650-26
Juvenile delinquency--Prevention.	http://example.org/1057356#Topic650-20
Juvenile courts.	http://example.org/1057356#Topic650-21
Juvenile delinquents--Rehabilitation.	http://example.org/1057356#Topic650-22
Teaching--Handbooks, manuals, etc.	http://example.org/1078835#Topic650-16
Universities and colleges.	http://example.org/1058048#Topic650-22
Concrete--Fatigue--Congresses.	http://example.org/1060003#Topic650-20
Abelian categories.	http://example.org/106320#Topic650-20
Rings (Algebra)	http://example.org/106320#Topic650-21
Modules (Algebra)	http://example.org/106320#Topic650-22
Abelian groups.	http://example.org/1010875#Topic650-20
Algebraic fields.	http://example.org/1010875#Topic650-21
Galois theory.	http://example.org/1010875#Topic650-22
Lie groups.	http://example.org/1075536#Topic650-20
Manifolds (Mathematics)	http://example.org/1075536#Topic650-21
Harmonic analysis.	http://example.org/1075536#Topic650-22
Functions, Theta.	http://example.org/1075536#Topic650-23
COBOL (Computer program language)	http://example.org/104511#Topic650-19
Debugging in computer science.	http://example.org/104511#Topic650-20
Illumination of books and manuscripts--Austria--Vienna--Catalogs.	http://example.org/1087071#Topic650-19
Law--Philosophy.	http://example.org/1043705#Topic650-19
Urban renewal--Indiana--Indianapolis.	http://example.org/1030489#Topic650-22
Coal mines and mining--Wales--Aberfan--Accidents.	http://example.org/1069291#Topic650-20
Landslides--Wales--Aberfan.	http://example.org/1069291#Topic650-21
Overtures--Scores.	http://example.org/1053039#Topic650-20
