Sub	URI	blank
Leaf books--France.	http://example.org/1026182#Topic650-25
Income--United States--States.	http://example.org/104356#Topic650-19
Income--Texas.	http://example.org/104356#Topic650-20
Multiplier (Economics)	http://example.org/1077165#Topic650-18
Multiplier (Economics)--Mathematical models.	http://example.org/1077165#Topic650-19
Estonian Americans--History--Chronology.	http://example.org/107467#Topic650-25
Estonian Americans--History--Sources.	http://example.org/107467#Topic650-26
Estuaries.	http://example.org/1010788#Topic650-20
Etchings, American.	http://example.org/1087309#Topic650-19
Lithography, American.	http://example.org/1087309#Topic650-20
Recognition (International law)	http://example.org/1055060#Topic650-23
State, The.	http://example.org/1041434#Topic650-18
Political science.	http://example.org/1041434#Topic650-19
Political ethics.	http://example.org/1041434#Topic650-20
Business ethics.	http://example.org/1010789#Topic650-18
Business ethics.	http://example.org/1010774#Topic650-23
Genetic engineering--Social aspects.	http://example.org/1018244#Topic650-21
Military-industrial complex--United States.	http://example.org/1027518#Topic650-23
Industrial policy--United States.	http://example.org/1027518#Topic650-24
Punishment.	http://example.org/1036507#Topic650-25
Elections--United States.	http://example.org/1044228#Topic650-24
Minorities--United States.	http://example.org/1044228#Topic650-25
Immigrants--United States.	http://example.org/1043967#Topic650-25
Ethnology--India.	http://example.org/106435#Topic650-19
Ethylene industry--United States.	http://example.org/1005392#Topic650-22
Breast--Cancer.	http://example.org/1021725#Topic650-19
Medical genetics.	http://example.org/1021854#Topic650-18
Etruscans.	http://example.org/1076884#Topic650-25
Art, Etruscan.	http://example.org/1076884#Topic650-26
Etruscans.	http://example.org/1078187#Topic650-22
Currency question--Europe.	http://example.org/1017647#Topic650-19
European federation.	http://example.org/1017647#Topic650-20
Euro-bond market.	http://example.org/1015822#Topic650-21
Euro-bond market.	http://example.org/1019745#Topic650-24
Banks and banking, International.	http://example.org/1019745#Topic650-25
Foreign exchange.	http://example.org/1019745#Topic650-26
Euro-dollar market.	http://example.org/1031037#Topic650-24
International finance.	http://example.org/1031037#Topic650-25
Banks and banking, International.	http://example.org/1019823#Topic650-20
International finance.	http://example.org/1019823#Topic650-21
Euro-dollar market.	http://example.org/1019737#Topic650-24
Banks and banking, International.	http://example.org/1017271#Topic650-18
International finance.	http://example.org/1017271#Topic650-19
Euro-dollar market.	http://example.org/1019747#Topic650-20
Industrial relations--Europe.	http://example.org/1015502#Topic650-23
Works councils--Europe.	http://example.org/1015502#Topic650-24
International finance.	http://example.org/1019749#Topic650-22
Finance--Europe.	http://example.org/1019749#Topic650-23
European federation.	http://example.org/1047844#Topic650-26
European cooperation.	http://example.org/1047844#Topic650-27
Economic history--1945-1971.	http://example.org/1047844#Topic650-28
Commercial policy.	http://example.org/1010139#Topic650-20
European federation.	http://example.org/1047857#Topic650-23
Human rights.	http://example.org/1055132#Topic650-22
Nobility--Europe.	http://example.org/1046635#Topic650-26
Nobility--Europe.	http://example.org/1043175#Topic650-19
Nobility--Europe.	http://example.org/1043178#Topic650-20
Organ (Musical instrument)--Europe.	http://example.org/1083100#Topic650-22
Organ builders--Europe.	http://example.org/1083100#Topic650-23
Starlings.	http://example.org/1046813#Topic650-20
Beneficial birds--British Columbia.	http://example.org/1046813#Topic650-21
Bird pests--British Columbia.	http://example.org/1046813#Topic650-22
Labor unions--Europe.	http://example.org/1000492#Topic650-21
Universities and colleges--Europe--Congresses.	http://example.org/107662#Topic650-20
Educational planning--Congresses.	http://example.org/107662#Topic650-21
University extension--Europe--Congresses.	http://example.org/1071825#Topic650-18
Cathedrals.	http://example.org/1084264#Topic650-28
Civilization, Medieval.	http://example.org/1084264#Topic650-29
Architecture, Gothic.	http://example.org/1084264#Topic650-30
Foot--Abnormalities--Congresses.	http://example.org/1043010#Topic650-19
Employment interviewing.	http://example.org/1012387#Topic650-21
Investments--Mathematics.	http://example.org/1019078#Topic650-24
Music--Instruction and study.	http://example.org/1075382#Topic650-26
Musical ability.	http://example.org/1075382#Topic650-27
Musical ability--Testing.	http://example.org/1075382#Topic650-28
Political science--Research.	http://example.org/1040165#Topic650-23
Political participation.	http://example.org/1040165#Topic650-24
Special education--Evaluation.	http://example.org/100650#Topic650-18
School supervision.	http://example.org/1067085#Topic650-18
Teachers--Rating of.	http://example.org/1069906#Topic650-18
Teaching.	http://example.org/1059615#Topic650-18
Medical personnel--Canada.	http://example.org/1059847#Topic650-18
Public health personnel--Canada.	http://example.org/1059847#Topic650-19
Science--Study and teaching (Elementary)	http://example.org/1064664#Topic650-20
Science--Experiments.	http://example.org/1064664#Topic650-21
Theater--Dictionaries.	http://example.org/1002689#Topic650-21
Education.	http://example.org/1060246#Topic650-20
Political parties--United States.	http://example.org/1045686#Topic650-19
Textbooks--United States--History.	http://example.org/1081860#Topic650-19
City planning--Great Britain.	http://example.org/1055279#Topic650-25
Divorce--Canada.	http://example.org/107364#Topic650-20
Legislation--Canada.	http://example.org/107364#Topic650-21
Diplomacy--History.	http://example.org/1054566#Topic650-18
Energy policy--Europe.	http://example.org/1005297#Topic650-22
Vocational education--Law and legislation--United States--History.	http://example.org/1075761#Topic650-20
Business education--Law and legislation--United States--History.	http://example.org/1075761#Topic650-21
National socialism--History.	http://example.org/1004688#Topic650-24
Anthropology.	http://example.org/104551#Topic650-19
