Energy Resources Conservation Board.	263
Alberta Education.	259
Alberta Learning.	96
Apprenticeship and Industry Training.	65
Industrial Development Branch.	50
Alberta Advanced Education.	46
Office of the Auditor General.	41
Alberta Advanced Education and Technology.	39
Learning and Teaching Resources Branch.	33
Legislative Assembly Office.	26
Alberta Environment.	24
Student Evaluation Branch.	21
Alberta Energy and Natural Resources.	20
Language Services.	17
Innovative Housing Grants Program.	17
Alberta Transportation and Utilities.	17
Alberta Public Works, Supply and Services.	17
Alberta Children's Services.	15
Alberta Energy.	15
Curriculum Standards Branch.	14
Student Evaluation and Records.	14
Alberta Treasury Board.	14
Public Health Advisory and Appeal Board.	13
Alberta Municipal Affairs.	13
Performance Measurement and Reporting Branch.	12
Curriculum Branch.	12
Student Evaluation.	12
Direction de l'̩ducation fran̤aise.	11
Chief Electoral Officer.	11
Office of the Information and Privacy Commissioner.	10
Legislative Assembly.	10
Alberta Family and Social Services.	9
Planning Branch.	9
Special Education Branch.	8
Alberta Technology, Research and Telecommunications.	8
Natural Resources Conservation Board.	8
Management Employees Pension Plan.	8
Alberta Health.	8
Alberta Hospitals & Medical Care.	8
Alberta Justice.	8
Appeals Commission.	8
Research Management Division.	7
Alberta Advanced Education and Career Development.	7
Advisory Committee on Heavy Oil and Oil Sands Development.	7
Alberta Occupational Health and Safety.	7
Premier's Council on the Status of Persons with Disabilities.	7
Alberta Gaming.	7
Alberta Forestry, Lands and Wildlife.	7
Alberta Treasury.	7
Alberta Environmental Protection.	6
Committee on Tolerance and Understanding.	6
Alberta Agriculture.	6
Social Hygiene Services.	6
Alberta Finance.	6
Special Programs.	6
Learner Services Branch.	6
Alberta Health and Wellness.	6
Dept. of Education.	6
Apprenticeship and Industry training.	5
Health Technology Assessment Unit.	5
Alberta Infrastructure.	5
Environmental Appeal Board.	5
Alberta Innovation and Science.	5
Energy Conservation and Renewable Energy Research, Development and Demonstration Program.	5
Alberta Agriculture, Food, and Rural Development.	5
Alberta Culture and Multiculturalism.	5
Accountability and Reporting Division.	4
Occupational Health and Safety Council.	4
Alberta Infrastructure	4
Alberta Seniors and Community Supports.	4
Alberta Career Development and Employment.	4
Planning Services Division.	4
Alberta Human Resources and Employment.	4
Alberta Employment, Immigration and Industry.	4
Office of the Farmers' Advocate.	4
Information Management and Privacy Branch.	4
Community Programs Branch.	4
System Improvement and Reporting Division.	4
Staff Development.	4
Select Special Committee on Constitutional Reform.	4
French Language Services Branch.	4
Victims of Crime Programs Committee.	4
Special Programs Branch.	4
Stakeholder Technology Branch.	4
Alberta Community and Occupational Health.	3
Alberta Tourism.	3
Treasury Department.	3
Municipal Services Branch.	3
Alberta Solicitor General and Public Security.	3
Alberta Economic Development and Trade.	3
Municipal Statutes Review Committee.	3
Alberta Solicitor General.	3
System Improvement and Reporting.	3
Alberta Economic Development and Tourism.	3
Alberta Utilities and Telecommunications.	3
Forest Service.	3
Alberta Recreation and Parks.	3
Cultural Development Division.	3
Library Services Branch.	3
Alberta Seniors.	3
Alberta Social Services.	3
Alberta Social Services and Community Health.	3
Alberta Employment and Immigration.	3
Alberta Transportation.	3
Alberta Infrastructure and Transportation.	3
Planning Services.	3
Policy and Planning Branch.	3
Long Term Care Review.	3
Policy Advisory Committee.	3
Alberta Revenue.	3
Restructuring and Government Efficiency.	2
Task Force on the Workers' Compensation Board.	2
International Education Branch.	2
Alberta Federal and Intergovernmental Affairs.	2
Minister's Council on Local Development.	2
Air Quality Control Branch.	2
Policy and Research Division.	2
Library Services.	2
Labour Legislation Review Committee.	2
Student Programs and Evaluation Division.	2
Apprenticeship and Industry Training Review Committee.	2
Distance Learning.	2
Post-War Reconstruction Committee.	2
