Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Art Gallery of Ontario		151879312		Art Gallery of Ontario	151879312	0.9545454545	Organization		http://example.org/1079448#Agent110-16	
Art Gallery of Ontario		151879312		Art Gallery of Ontario	151879312	0.9545454545	Organization		http://example.org/1079448#Agent610-25	
Durand, Marie (Lefébvre), Mme., 1885-				Durand, Marie (Lefébvre), Mme., 1885-			Person		http://example.org/1084833#Agent100-10	
Ivins, William Mills, 1881-1961	3718644	3718644	1	Ivins, William Mills, 1881-1961			Person		http://example.org/1076602#Agent100-11	
Fleury, Alcide, 1905-	50852702	50852702	1	Fleury, Alcide, 1905-			Person		http://example.org/1009306#Agent100-11	
Kuh, Katharine	261874154	261874154	1	Kuh, Katharine			Person		http://example.org/1080695#Agent100-11	
Sypher, Wylie	109389914	109389914	1	Sypher, Wylie			Person		http://example.org/1078566#Agent100-10	
Redinger, Karl	306189758	306189758	1	Redinger, Karl			Person		http://example.org/1067189#Agent100-9	
Rabenhorst, Gottlob Ludwig, 1806-1881	164349	164349	1	Rabenhorst, Gottlob Ludwig, 1806-1881			Person		http://example.org/1067189#Agent800-23	
Fraunfelter, George H	91484532	91484532	0.9545454545	Fraunfelter, George H			Person		http://example.org/1050388#Agent100-11	
Boyd, Arthur, 1920-1999	69726322	69726322	1	Boyd, Arthur, 1920-1999			Person		http://example.org/1027690#Agent100-11	
Boyd, Arthur, 1920-1999	69726322	69726322	1	Boyd, Arthur, 1920-1999			Person		http://example.org/1027690#Agent600-20	
Tadgell, Christopher, 1939-	49352127	49352127	0.8709677419	Tadgell, Christopher, 1939-			Person		http://example.org/1027690#Agent700-21	
Rudy Komon Gallery		158809453		Rudy Komon Gallery	158809453	0.8181818182	Organization		http://example.org/1027690#Agent710-22	
Kellogg, Elijah, 1813-1901	9007965	9007965	1	Kellogg, Elijah, 1813-1901			Person		http://example.org/1033948#Agent100-9	
Kellogg, Elijah, 1813-1901	9007965	9007965	1	Kellogg, Elijah, 1813-1901			Person		http://example.org/1033948#Agent800-19	
Bryant, Keith L	51805937	51805937	0.9375	Bryant, Keith L			Person		http://example.org/1007896#Agent100-13	
Stilwell, Arthur Edward, 1861-1928	32367283	32367283	1	Stilwell, Arthur Edward, 1861-1928			Person		http://example.org/1007896#Agent600-22	
Wight, Frederick Stallknecht, 1902-1986	88935042	88935042	1	Wight, Frederick Stallknecht, 1902-1986			Person		http://example.org/1085181#Agent100-10	
Dove, Arthur Garfield, 1880-1946	42647501	42647501	0.96875	Dove, Arthur Garfield, 1880-1946			Person		http://example.org/1085181#Agent600-18	
Collaer, Paul, 1891-1989	111490396	111490396	1	Collaer, Paul, 1891-1989			Person		http://example.org/107755#Agent100-9	
Cocteau, Jean, 1889-1963	12306661	12306661	0.96	Cocteau, Jean, 1889-1963			Person		http://example.org/107755#Agent600-17	
Honegger, Arthur, 1892-1955	51699915	51699915	0.9642857143	Honegger, Arthur, 1892-1955			Person		http://example.org/107755#Agent600-18	
Feschotte, Jacques	7652386	7652386	0.9473684211	Feschotte, Jacques			Person		http://example.org/101041#Agent100-10	
Honegger, Arthur, 1892-1955	51699915	51699915	0.9642857143	Honegger, Arthur, 1892-1955			Person		http://example.org/101041#Agent600-19	
Loomis, Roger Sherman, 1887-1966	22982963	22982963	1	Loomis, Roger Sherman, 1887-1966			Person		http://example.org/1080136#Agent100-10	
Loomis, Laura Alandis Hibbard, 1883-1960	47502248	47502248	0.8	Loomis, Laura Alandis Hibbard, 1883-1960			Person		http://example.org/1080136#Agent100-11	
Arthur, King				Arthur, King			Person		http://example.org/1080136#Agent600-19	
[Kilner, William H. B.]	1.21148704256537E+020	1.21148704256537E+020	0.9130434783	[Kilner, William H. B.]			Person		http://example.org/1008639#Agent100-10	
Letts, Arthur, 1862-1923				Letts, Arthur, 1862-1923			Person		http://example.org/1008639#Agent600-18	
Smith, Mary Florence (Baird), Mrs				Smith, Mary Florence (Baird), Mrs			Person		http://example.org/1072813#Agent100-10	
Smith, A. L. (Arthur Lionel), 1850-1924	52605304	52605304	1	Smith, A. L. (Arthur Lionel), 1850-1924			Person		http://example.org/1072813#Agent600-18	
Latimore, Sarah Briggs	61677930	61677930	1	Latimore, Sarah Briggs			Person		http://example.org/1084684#Agent100-11	
Rackham, Arthur, 1867-1939	59098690	59098690	0.962962963	Rackham, Arthur, 1867-1939			Person		http://example.org/1084684#Agent600-21	
Haskell, Grace Clark	32128587	32128587	1	Haskell, Grace Clark			Person		http://example.org/1084684#Agent700-22	
Hudson, Derek	264683252	264683252	1	Hudson, Derek			Person		http://example.org/1084682#Agent100-10	
Rackham, Arthur, 1867-1939	59098690	59098690	0.962962963	Rackham, Arthur, 1867-1939			Person		http://example.org/1084682#Agent600-18	
Shelley, Hugh	312608839	312608839	1	Shelley, Hugh			Person		http://example.org/1030240#Agent100-11	
Ransome, Arthur, 1884-1967	67261752	67261752	0.962962963	Ransome, Arthur, 1884-1967			Person		http://example.org/1030240#Agent600-22	
Kipling, Rudyard, 1865-1936	7524679	7524679	0.9642857143	Kipling, Rudyard, 1865-1936			Person		http://example.org/1030240#Agent600-23	
De la Mare, Walter, 1873-1956	2502254	2502254	1	De la Mare, Walter, 1873-1956			Person		http://example.org/1030240#Agent600-24	
Sutcliff, Rosemary				Sutcliff, Rosemary			Person		http://example.org/1030240#Agent700-25	
Clark, Leonard	114394421	114394421	1	Clark, Leonard			Person		http://example.org/1030240#Agent700-26	
Verbeek, Ernst	32120530	32120530	1	Verbeek, Ernst			Person		http://example.org/1034848#Agent100-10	
Rimbaud, Arthur, 1854-1891	7396281	7396281	0.962962963	Rimbaud, Arthur, 1854-1891			Person		http://example.org/1034848#Agent600-21	
Michaelis, Gustav				Michaelis, Gustav			Person		http://example.org/1053084#Agent100-10	
Schopenhauer, Arthur, 1788-1860	17229367	17229367	0.96875	Schopenhauer, Arthur, 1788-1860			Person		http://example.org/1053084#Agent600-18	
Segal, Arthur, 1875-1944	2508087	2508087	1	Segal, Arthur, 1875-1944			Person		http://example.org/1011424#Agent100-10	
Segal, Arthur, 1875-1944	2508087	2508087	1	Segal, Arthur, 1875-1944			Person		http://example.org/1011424#Agent600-18	
Nathanson, Richard	88911763	88911763	1	Nathanson, Richard			Person		http://example.org/1011424#Agent700-19	
Young, Arthur, 1741-1820	17231195	17231195	1	Young, Arthur, 1741-1820			Person		http://example.org/1002928#Agent100-12	
Hunt, Elizabeth Pinney	91792403	91792403	1	Hunt, Elizabeth Pinney			Person		http://example.org/1002928#Agent700-24	
Bohemia (Země). Sněm		144788598		Bohemia (Země). Sněm	144788598	1	Jurisdiction		http://example.org/1011080#Agent110-10	
Pownall, David E., 1925-	116015594	116015594	0.8571428571	Pownall, David E., 1925-			Person		http://example.org/10991#Agent100-12	
Jamieson, Heber Carss, 1879-				Jamieson, Heber Carss, 1879-			Person		http://example.org/1043273#Agent100-9	
Canadian Medical Association		154667284		Canadian Medical Association	154667284	0.9655172414	Organization		http://example.org/1043273#Agent710-18	
Davie, Donald	59096945	59096945	1	Davie, Donald			Person		http://example.org/1078572#Agent100-10	
Buchl, Thomas V., 1938-				Buchl, Thomas V., 1938-			Person		http://example.org/1022116#Agent100-9	
Goda, Sidney, 1925-	53889758	53889758	1	Goda, Sidney, 1925-			Person		http://example.org/1069284#Agent100-11	
Llano, Manuel	63571399	63571399	1	Llano, Manuel			Person		http://example.org/1009690#Agent100-10	
Aguilera y Santiago, Ignacio	211952088	211952088	1	Aguilera y Santiago, Ignacio			Person		http://example.org/1009690#Agent700-18	
Rogers, Spencer Lee, 1905-	45626739	45626739	1	Rogers, Spencer Lee, 1905-			Person		http://example.org/102148#Agent100-9	
Canham, Allan E				Canham, Allan E			Person		http://example.org/1022896#Agent100-12	
Dorfles, Gillo, 1910-	14768967	14768967	0.84	Dorfles, Gillo, 1910-			Person		http://example.org/1088606#Agent100-10	
González Calderón, Juan Antonio, 1883-				González Calderón, Juan Antonio, 1883-			Person		http://example.org/1046256#Agent100-11	
Artigas, José Gervasio, 1764-1850	64804413	64804413	1	Artigas, José Gervasio, 1764-1850			Person		http://example.org/1046256#Agent600-19	
Ramírez, Carlos María, 1848-1898	58040253	58040253	1	Ramírez, Carlos María, 1848-1898			Person		http://example.org/1026852#Agent100-12	
Artigas, José Gervasio, 1764-1850	64804413	64804413	1	Artigas, José Gervasio, 1764-1850			Person		http://example.org/1026852#Agent600-22	
Foss, Christopher F	88440655	88440655	0.95	Foss, Christopher F			Person		http://example.org/1057479#Agent100-11	
Rice, Frances Mortimer	243516007	243516007	1	Rice, Frances Mortimer			Person		http://example.org/1077623#Agent100-15	
Rowland, Benjamin, 1904-1972	8297553	8297553	1	Rowland, Benjamin, 1904-1972			Person		http://example.org/1077623#Agent700-25	
Mūzih-ʼi Kābul		122361669		Mūzih-ʼi Kābul	122361669	0.8571428571	Organization		http://example.org/1077623#Agent710-26	
Bodrogi, Tibor	271014909	271014909	1	Bodrogi, Tibor			Person		http://example.org/1081276#Agent100-13	
Fry, Maxwell, 1899-1987	51792801	51792801	1	Fry, Maxwell, 1899-1987			Person		http://example.org/1081622#Agent100-14	
Cahill, Holger, 1887-1960	45764398	45764398	1	Cahill, Holger, 1887-1960			Person		http://example.org/1078934#Agent100-11	
Barr, Alfred Hamilton, 1902-1981	109252853	109252853	0.9696969697	Barr, Alfred Hamilton, 1902-1981			Person		http://example.org/1078934#Agent700-20	
General Federation of Women's Clubs		126657133		General Federation of Women's Clubs	126657133	1	Organization		http://example.org/1078934#Agent710-21	
American Federation of Arts		214934544		American Federation of Arts	214934544	1	Organization		http://example.org/1078934#Agent710-22	
National Broadcasting Company, inc		134861149		National Broadcasting Company, inc	134861149	0.9714285714	Organization		http://example.org/1078934#Agent710-23	
La Follette, Suzanne, 1893-1983	56973953	56973953	1	La Follette, Suzanne, 1893-1983			Person		http://example.org/1081441#Agent100-11	
Runes, Dagobert D. (Dagobert David), 1902-	79098251	79098251	1	Runes, Dagobert D. (Dagobert David), 1902- 			Person		http://example.org/1088654#Agent700-23	
Schrickel, Harry G	35807539	35807539	0.9473684211	Schrickel, Harry G			Person		http://example.org/1088654#Agent700-24	
Redstone, Louis G	92441095	92441095	0.9444444444	Redstone, Louis G			Person		http://example.org/1084210#Agent100-12	
Mogelon, Alex	20925029	20925029	1	Mogelon, Alex			Person		http://example.org/1065382#Agent100-14	
Laliberté, Norman	114088621	114088621	1	Laliberté, Norman			Person		http://example.org/1065382#Agent700-24	
University of Hull		130973783		University of Hull	130973783	1	Organization		http://example.org/1080652#Agent110-11	
Easton, Malcolm	91369278	91369278	1	Easton, Malcolm			Person		http://example.org/1080652#Agent700-20	
Marlborough Fine Art Ltd		149874636		Marlborough Fine Art Ltd	149874636	0.96	Organization		http://example.org/104529#Agent110-11	
Read, Herbert Edward, Sir, 1893-1968				Read, Herbert Edward, Sir, 1893-1968			Person		http://example.org/104529#Agent700-22	
Marlborough New London Gallery		136556643		Marlborough New London Gallery	136556643	1	Organization		http://example.org/104529#Agent710-23	
Lucie-Smith, Edward	108562491	108562491	1	Lucie-Smith, Edward			Person		http://example.org/1078358#Agent100-14	
White, Patricia				White, Patricia			Person		http://example.org/1078358#Agent700-24	
Toynbee, J. M. C. (Jocelyn M. C.), -1985	9876120	9876120	1	Toynbee, J. M. C. (Jocelyn M. C.), -1985			Person		http://example.org/1076911#Agent100-11	
Sedlmayr, Hans, 1896-1984	77108751	77108751	1	Sedlmayr, Hans, 1896-1984			Person		http://example.org/1077840#Agent100-10	
Wachowiak, Frank	109753552	109753552	1	Wachowiak, Frank			Person		http://example.org/1078288#Agent100-12	
Hodge, David	14669220	14669220	1	Hodge, David			Person		http://example.org/1078288#Agent700-23	
Rowland, Benjamin, 1904-1972	8297553	8297553	1	Rowland, Benjamin, 1904-1972			Person		http://example.org/1081332#Agent100-10	
Winslow, Leon Loyal, 1886-	63577284	63577284	1	Winslow, Leon Loyal, 1886-			Person		http://example.org/1078290#Agent100-10	
Vallance, Aymer, 1862-1943	34828402	34828402	1	Vallance, Aymer, 1862-1943			Person		http://example.org/1080641#Agent100-11	
Holme, Charles, 1848-1923	102321797	102321797	1	Holme, Charles, 1848-1923			Person		http://example.org/1080641#Agent700-20	
Salaman, Malcolm C. (Malcolm Charles), 1855-1940	61728415	61728415	1	Salaman, Malcolm C. (Malcolm Charles), 1855-1940			Person		http://example.org/1080641#Agent700-21	
Burce, Edward, 1879-				Burce, Edward, 1879-			Person		http://example.org/1078952#Agent700-21	
Watson, Forbes, 1880-1960	23074231	23074231	1	Watson, Forbes, 1880-1960			Person		http://example.org/1078952#Agent700-22	
United States Treatury dept. Procurement division. Section of painting and sculpture				United States Treatury dept. Procurement division. Section of painting and sculpture			Organization		http://example.org/1078952#Agent710-23	
Ridder, André de, 1868-1921	46892123	46892123	0.9259259259	Ridder, André de, 1868-1921			Person		http://example.org/1076804#Agent100-14	
Deonna, W. (Waldemar), 1880-1959	29567372	29567372	1	Deonna, W. (Waldemar), 1880-1959			Person		http://example.org/1076804#Agent700-27	
Trilling, Mabel Barbara	258631246	258631246	1	Trilling, Mabel Barbara			Person		http://example.org/1088432#Agent100-10	
Nicholas, Florence Williams, 1893-	70169680	70169680	1	Nicholas, Florence Williams, 1893- 			Person		http://example.org/1088432#Agent700-21	
Andrews, Benjamin R. (Benjamin Richard), 1877-	77958606	77958606	1	Andrews, Benjamin R. (Benjamin Richard), 1877-			Person		http://example.org/1088432#Agent700-22	
Tammuz, Benjamin, 1919-1989	115951635	115951635	1	Tammuz, Benjamin, 1919-1989			Person		http://example.org/1079799#Agent100-12	
Wykes-Joyce, Max	3940158	3940158	1	Wykes-Joyce, Max			Person		http://example.org/1079799#Agent700-21	
Fischer, Yona	73885139	73885139	1	Fischer, Yona			Person		http://example.org/1079799#Agent700-22	
Sawa, Ryūken, 1911-1983	92529672	92529672	0.9166666667	Sawa, Ryūken, 1911-1983			Person		http://example.org/1002866#Agent100-15	
Damaz, Paul F	305954939	305954939	0.9285714286	Damaz, Paul F			Person		http://example.org/1080446#Agent100-10	
Clapp, Jane	464584	464584	1	Clapp, Jane			Person		http://example.org/1079968#Agent100-10	
Brooke, Brian, 1889-1916	4797734	4797734	1	Brooke, Brian, 1889-1916			Person		http://example.org/1077486#Agent100-11	
Amberg, George, 1901-	64918824	64918824	1	Amberg, George, 1901-			Person		http://example.org/1087045#Agent100-11	
Halas, John	57083374	57083374	1	Halas, John			Person		http://example.org/1085396#Agent100-15	
Manvell, Roger, 1909-1987	110246639	110246639	1	Manvell, Roger, 1909-1987			Person		http://example.org/1085396#Agent700-26	
Bodrogi, Tibor	271014909	271014909	1	Bodrogi, Tibor			Person		http://example.org/1081300#Agent100-10	
Ricci, Corrado, 1858-1934	27192597	27192597	1	Ricci, Corrado, 1858-1934			Person		http://example.org/1079032#Agent100-11	
Museum of Modern Art (New York, N.Y.)		233970104		Museum of Modern Art (New York, N.Y.)	233970104	0.9459459459	Organization		http://example.org/1077658#Agent110-10	
Baudelaire, Charles, 1821-1867	17218730	17218730	0.9677419355	Baudelaire, Charles, 1821-1867			Person		http://example.org/1078363#Agent100-11	
Salon (Exhibition : Paris, France)		169434646		Salon (Exhibition : Paris, France)	169434646	1	Meeting		http://example.org/1078363#Agent611-19	
Mayne, Jonathan	115852445	115852445	1	Mayne, Jonathan			Person		http://example.org/1078363#Agent700-22	
Arts Council of Great Britain		144407211		Arts Council of Great Britain	144407211	0.9655172414	Organization		http://example.org/1088680#Agent110-15	
Hayward Gallery		130911148		Hayward Gallery	130911148	0.9375	Organization		http://example.org/1088680#Agent710-27	
Toynbee, J. M. C. (Jocelyn M. C.), -1985	9876120	9876120	1	Toynbee, J. M. C. (Jocelyn M. C.), -1985			Person		http://example.org/1076913#Agent100-11	
