Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Ranulf, Svend, 1894-1953	61690773	61690773	1	Ranulf, Svend, 1894-1953			Person		http://example.org/1036493#Agent100-10	
Laptenok, S. D. (Sergeĭ Danilovich)				Laptenok, S. D. (Sergeĭ Danilovich)			Person		http://example.org/1029642#Agent100-11	
Appleby, Paul Henson, 1891-				Appleby, Paul Henson, 1891-			Person		http://example.org/1044517#Agent100-10	
Louisiana State University and Agricultural and Mechanical College		312543043		Louisiana State University and Agricultural and Mechanical College	312543043	1	Organization		http://example.org/1044517#Agent810-21	
Wirtenberger, Henry J				Wirtenberger, Henry J			Person		http://example.org/1009759#Agent100-10	
De Valk, Alphonse, 1924-	277829355	277829355	1	De Valk, Alphonse, 1924-			Person		http://example.org/1047866#Agent100-18	
Roberts, Warren E., 1933-	117017951	117017951	0.88	Roberts, Warren E., 1933-			Person		http://example.org/1023028#Agent100-11	
Marlin, Randal, 1938-	4607458	4607458	1	Marlin, Randal, 1938-			Person		http://example.org/107377#Agent100-10	
Haselden, Kyle	3717408	3717408	1	Haselden, Kyle			Person		http://example.org/1089167#Agent100-14	
Hygen, Johan Bernitz, 1911-	176372403	176372403	1	Hygen, Johan Bernitz, 1911-			Person		http://example.org/1076537#Agent100-10	
Alekseev, N. I				Alekseev, N. I			Person		http://example.org/1012325#Agent100-10	
Zhuravkov, M. K				Zhuravkov, M. K			Person		http://example.org/1001533#Agent700-23	
Lee, Orlan	293708538	293708538	1	Lee, Orlan			Person		http://example.org/1014911#Agent100-12	
Robertson, T. A., 1909-1973	65677927	65677927	0.9259259259	Robertson, T. A., 1909-1973			Person		http://example.org/1014911#Agent700-22	
Glickman, Jack	14073494	14073494	1	Glickman, Jack			Person		http://example.org/103241#Agent700-19	
Dewey, John, 1859-1952	76314623	76314623	0.9565217391	Dewey, John, 1859-1952			Person		http://example.org/1070379#Agent100-10	
Dewey, John, 1859-1952	76314623	76314623	0.9565217391	Dewey, John, 1859-1952			Person		http://example.org/1070381#Agent100-16	
Gorovitz, Samuel	62738666	62738666	0.9411764706	Gorovitz, Samuel			Person		http://example.org/104418#Agent700-33	
Fletcher, Joseph F	109405819	109405819	0.9473684211	Fletcher, Joseph F			Person		http://example.org/108716#Agent100-11	
Connell, Francis J. (Francis Jeremiah), 1888-1967	64908034	64908034	1	Connell, Francis J. (Francis Jeremiah), 1888-1967			Person		http://example.org/1024871#Agent100-13	
Holberg, Ludvig, 1684-1754	66468731	66468731	0.962962963	Holberg, Ludvig, 1684-1754			Person		http://example.org/1024295#Agent100-9	
Højby, Sigurd	275965027	275965027	1	Højby, Sigurd			Person		http://example.org/1024295#Agent700-17	
