;
-----------------------------------------------------------
:
-----------------------------------------------------------
-
-----------------------------------------------------------
/
-----------------------------------------------------------
.
-----------------------------------------------------------
,
August 5, 2012 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c2/47/ds/16/c247ds16m
April 20, 2014 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/70/79/58/28/70795828d
April 25, 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sx/61/dp/41/sx61dp41v
April 22, 2013 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9z/90/2z/94/9z902z94k
March 27, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mp/48/sc/82/mp48sc827
April 28, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wm/11/7p/99/wm117p99c
April 16, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t1/83/2n49t1834
March 19, 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rn/30/12/89/rn301289c
March 10, 2012 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1r/66/j1/93/1r66j193z
February, 1991 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bt/x3/1q/h7/btx31qh77f
-----------------------------------------------------------
 
September 2011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/80/49/g6/83/8049g683b
August 5, 2012 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c2/47/ds/16/c247ds16m
April 20, 2014 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/70/79/58/28/70795828d
September 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/n6/9m/42/bcn69m4210
April 25, 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sx/61/dp/41/sx61dp41v
September 1987 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bv/40/5s/94/bv405s948v
April 22, 2013 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9z/90/2z/94/9z902z94k
March 27, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mp/48/sc/82/mp48sc827
Septembre 2012 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ms/35/t9/39/ms35t939d
April 28, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wm/11/7p/99/wm117p99c
April 16, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t1/83/2n49t1834
September 2010 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gx/41/mj/05/gx41mj05p
March 19, 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rn/30/12/89/rn301289c
February, 1991 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bt/x3/1q/h7/btx31qh77f
March 10, 2012 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1r/66/j1/93/1r66j193z
-----------------------------------------------------------
