Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	VIAF-ID
Han, Baoguo	n2014036506		Han, Baoguo	n2014036506	n2014036506	0.9166666666666666	Han, Baoguo			Person		http://example.org/6700095#Agent100-20	309819736
Yu, Xun (Mechanical engineer)	n2014036508		Yu, Xun (Mechanical engineer)	n2014036508	n2014036508	1	Yu, Xun (Mechanical engineer)			Person		http://example.org/6700095#Agent700-34	309819738
Ou, Jinping	n2014036513		Ou, Jinping	n2014036513	n2014036513	0.9166666666666666	Ou, Jinping			Person		http://example.org/6700095#Agent700-35	305793953
Watson, Ronald R. (Ronald Ross)	n83152995		Watson, Ronald R. (Ronald Ross)	n83152995	n83152995	1	Watson, Ronald R. (Ronald Ross)			Person		http://example.org/6700244#Agent700-31	109526301
Taylor, Thomas N			Taylor, Thomas N				Taylor, Thomas N			Person		http://example.org/6700391#Agent100-19	
Krings, Michael	no2009019976		Krings, Michael	no2009019976	no2009019976	0.9375	Krings, Michael			Person		http://example.org/6700391#Agent700-31	163281877
Taylor, Edith L	n88267915		Taylor, Edith L	n88267915	n88267915	0.9375	Taylor, Edith L			Person		http://example.org/6700391#Agent700-32	17337994
Melchert, Timothy P. (Timothy Peter)	no2011143885		Melchert, Timothy P. (Timothy Peter)	no2011143885	no2011143885	1	Melchert, Timothy P. (Timothy Peter)			Person		http://example.org/6700441#Agent100-18	186759357
Romano, John L			Romano, John L				Romano, John L			Person		http://example.org/6700442#Agent100-18	
Lovett, Benjamin J	n2014026172		Lovett, Benjamin J	n2014026172	n2014026172	0.9473684210526315	Lovett, Benjamin J			Person		http://example.org/6700443#Agent100-19	308233065
Lewandowski, Lawrence J	no90022654		Lewandowski, Lawrence J	no90022654	no90022654	0.9583333333333334	Lewandowski, Lawrence J			Person		http://example.org/6700443#Agent700-36	51249602
Orel, Nancy A	n2014013217		Orel, Nancy A	n2014013217	n2014013217	0.9285714285714286	Orel, Nancy A			Person		http://example.org/6700464#Agent700-35	307429087
Fruhauf, Christine A	nb2009031071		Fruhauf, Christine A	nb2009031071	nb2009031071	0.9523809523809523	Fruhauf, Christine A			Person		http://example.org/6700464#Agent700-36	103510282
Swift, Joshua K	n2014182448		Swift, Joshua K	n2014182448	n2014182448	0.9375	Swift, Joshua K			Person		http://example.org/6700465#Agent100-21	307435062
Greenberg, Roger P	n85119001		Greenberg, Roger P	n85119001	n85119001	0.9473684210526315	Greenberg, Roger P			Person		http://example.org/6700465#Agent700-41	312962196
Enns, Carolyn Zerbe	n97003852		Enns, Carolyn Zerbe	n97003852	n97003852	0.95	Enns, Carolyn Zerbe			Person		http://example.org/6700466#Agent700-36	118756587
Rice, Joy K	n85130486		Rice, Joy K	n85130486	n85130486	0.9166666666666666	Rice, Joy K			Person		http://example.org/6700466#Agent700-37	109968311
Nutt, Roberta Lynn, 1944-	no2004022309		Nutt, Roberta Lynn, 1944-	no2004022309	no2004022309	1	Nutt, Roberta Lynn, 1944-			Person		http://example.org/6700466#Agent700-38	68636507
Mathiesen, Thomas	n79053169		Mathiesen, Thomas	n79053169	n79053169	1	Mathiesen, Thomas			Person		http://example.org/6700968#Agent100-19	79414917
Geva, Esther	n83016144		Geva, Esther	n83016144	n83016144	1	Geva, Esther			Person		http://example.org/6700969#Agent100-38	117241918
Wiener, Judith	n2014040625		Wiener, Judith	n2014040625	n2014040625	1	Wiener, Judith			Person		http://example.org/6700969#Agent700-59	37556032
Harvey, Richard L	n2014183237		Harvey, Richard L	n2014183237	n2014183237	0.9444444444444444	Harvey, Richard L			Person		http://example.org/6700971#Agent700-51	245223241
Stein, Joel, 1961-	n2005018841		Stein, Joel, 1961-	n2005018841	n2005018841	1	Stein, Joel, 1961-			Person		http://example.org/6700971#Agent700-52	48631083
Winstein, Carolee J	n2014183238		Winstein, Carolee J	n2014183238	n2014183238	0.95	Winstein, Carolee J			Person		http://example.org/6700971#Agent700-53	307435552
Wittenberg, George			Wittenberg, George				Wittenberg, George			Person		http://example.org/6700971#Agent700-54	
Zorowitz, Richard D	n2014183239		Zorowitz, Richard D	n2014183239	n2014183239	0.95	Zorowitz, Richard D			Person		http://example.org/6700971#Agent700-55	307435553
Balabanova, Ekaterina, 1975-	n2007023109		Balabanova, Ekaterina, 1975-	n2007023109	n2007023109	0.9032258064516129	Balabanova, Ekaterina, 1975-			Person		http://example.org/6704009#Agent100-18	75763038
Schalkwijk, F. W. (Frans W.)	n85052651		Schalkwijk, F. W. (Frans W.)	n85052651	n85052651	0.9642857142857143	Schalkwijk, F. W. (Frans W.)			Person		http://example.org/6704035#Agent100-22	113737452
Armstrong, David			Armstrong, David				Armstrong, David			Person		http://example.org/6704036#Agent100-25	
Squires, Garry	n2006000690		Squires, Garry	n2006000690	n2006000690	0.9333333333333333	Squires, Garry			Person		http://example.org/6704036#Agent700-41	213830172
Li, Hui, 1968 September 28-	n2011046343		Li, Hui, 1968 September 28-	n2011046343	n2011046343	1	Li, Hui, 1968 September 28-			Person		http://example.org/6704038#Agent100-19	173136373
Levy, Jay, 1985-	n2014017314		Levy, Jay, 1985-	n2014017314	n2014017314	1	Levy, Jay, 1985-			Person		http://example.org/6704048#Agent100-20	307432263
Wittmann, Gabriele	n97849762		Wittmann, Gabriele	n97849762	n97849762	0.9473684210526315	Wittmann, Gabriele			Person		http://example.org/6704057#Agent100-21	9143106
Halprin, Anna	n85378546		Halprin, Anna	n85378546	n85378546	1	Halprin, Anna			Person		http://example.org/6704057#Agent600-34	146978689
Schorn, Ursula	n97852906		Schorn, Ursula	n97852906	n97852906	1	Schorn, Ursula			Person		http://example.org/6704057#Agent700-38	103867416
Land, Ronit	n97871563		Land, Ronit	n97871563	n97871563	0.9166666666666666	Land, Ronit			Person		http://example.org/6704057#Agent700-39	4895148705711837080003
Gerhardt, Sue, 1953-	n2003131119		Gerhardt, Sue, 1953-	n2003131119	n2003131119	0.8333333333333334	Gerhardt, Sue, 1953-			Person		http://example.org/6704059#Agent100-21	76633964
Daniel, Sarah (Sarah Ingrid)	n2014180918		Daniel, Sarah (Sarah Ingrid)	n2014180918	n2014180918	1	Daniel, Sarah (Sarah Ingrid)			Person		http://example.org/6704099#Agent100-21	306382685
Chrysoulakis, Nektarios	n2014012229		Chrysoulakis, Nektarios	n2014012229	n2014012229	0.9583333333333334	Chrysoulakis, Nektarios			Person		http://example.org/6704109#Agent700-32	900145857077122921585
Castro, Eduardo Anselmo de	nr99013925		Castro, Eduardo Anselmo de	nr99013925	nr99013925	1	Castro, Eduardo Anselmo de			Person		http://example.org/6704109#Agent700-33	4849217
Moors, Eddy J	n2014012231		Moors, Eddy J	n2014012231	n2014012231	0.9285714285714286	Moors, Eddy J			Person		http://example.org/6704109#Agent700-34	307428347
Shenkar, Oded	n91002877		Shenkar, Oded	n91002877	n91002877	0.9285714285714286	Shenkar, Oded			Person		http://example.org/6704117#Agent100-20	299331146
Luo, Yadong	n98013056		Luo, Yadong	n98013056	n98013056	0.9166666666666666	Luo, Yadong			Person		http://example.org/6704117#Agent700-36	187611942
Chi, Tailan			Chi, Tailan				Chi, Tailan			Person		http://example.org/6704117#Agent700-37	197209579
Kim, Cynthia	no97032800		Kim, Cynthia	no97032800	no97032800	1	Kim, Cynthia			Person		http://example.org/6704118#Agent100-17	9449269
Kim, Cynthia	no97032800		Kim, Cynthia	no97032800	no97032800	1	Kim, Cynthia			Person		http://example.org/6704118#Agent600-28	9449269
Juliani, A. J			Juliani, A. J				Juliani, A. J			Person		http://example.org/6704120#Agent100-20	
Locke, Terry, 1946- 	no2002067164		Locke, Terry, 1946-	no2002067164	no2002067164	1	Locke, Terry, 1946- 			Person		http://example.org/6704125#Agent100-19	92840689
Goulimari, Pelagia	n97069893		Goulimari, Pelagia	n97069893	n97069893	0.9473684210526315	Goulimari, Pelagia			Person		http://example.org/6704127#Agent100-23	250206024
Miller, Mary A. (Mary Alice)	n93800237		Miller, Mary A. (Mary Alice)	n93800237	n93800237	1	Miller, Mary A. (Mary Alice)			Person		http://example.org/6704133#Agent100-19	18902463
Wirwicz, Deborah C	n2014007272		Wirwicz, Deborah C	n2014007272	n2014007272	0.9473684210526315	Wirwicz, Deborah C			Person		http://example.org/6704133#Agent700-33	307427300
Gaba, David M	n93804252		Gaba, David M	n93804252	n93804252	0.9285714285714286	Gaba, David M			Person		http://example.org/6706301#Agent700-38	57436435
Fish, Kevin J	n93804253		Fish, Kevin J	n93804253	n93804253	0.9285714285714286	Fish, Kevin J			Person		http://example.org/6706301#Agent700-39	8209585
Howard, Steven K	n93804254		Howard, Steven K	n93804254	n93804254	0.9411764705882353	Howard, Steven K			Person		http://example.org/6706301#Agent700-40	50047797
Burden, Amanda R	no2014128086		Burden, Amanda R	no2014128086	no2014128086	0.9411764705882353	Burden, Amanda R			Person		http://example.org/6706301#Agent700-41	310726492
Mann, Douglas L	nb2001066631		Mann, Douglas L	nb2001066631	nb2001066631	0.9375	Mann, Douglas L			Person		http://example.org/6706302#Agent700-45	7635506
Zipes, Douglas P	n80082996		Zipes, Douglas P	n80082996	n80082996	0.9411764705882353	Zipes, Douglas P			Person		http://example.org/6706302#Agent700-46	84882275
Libby, Peter	n97803471		Libby, Peter	n97803471	n97803471	0.9230769230769231	Libby, Peter			Person		http://example.org/6706302#Agent700-47	10097074
Bonow, Robert O	n87894962		Bonow, Robert O	n87894962	n87894962	0.9375	Bonow, Robert O			Person		http://example.org/6706302#Agent700-48	1539768
Braunwald, Eugene, 1929- 	n79027082		Braunwald, Eugene, 1929- 	n79027082	n79027082	0.8571428571428571	Braunwald, Eugene, 1929- 			Person		http://example.org/6706302#Agent700-49	84827943
Bennett, John E. (John Eugene), 1933-	n79086100		Bennett, John E. (John Eugene), 1933-	n79086100	n79086100	1	Bennett, John E. (John Eugene), 1933-			Person		http://example.org/6706303#Agent700-37	85151150
Dolin, Raphael	n95800067		Dolin, Raphael	n95800067	n95800067	0.9333333333333333	Dolin, Raphael			Person		http://example.org/6706303#Agent700-38	61647605
Blaser, Martin J	n82209015		Blaser, Martin J	n82209015	n82209015	0.9411764705882353	Blaser, Martin J			Person		http://example.org/6706303#Agent700-39	17397609
Mandell, Gerald L	n79086099		Mandell, Gerald L	n79086099	n79086099	0.9444444444444444	Mandell, Gerald L			Person		http://example.org/6706303#Agent700-40	61610336
Douglas, R. Gordon (Robert Gordon), 1934-	n79092663		Douglas, R. Gordon (Robert Gordon), 1934-	n79092663	n79092663	1	Douglas, R. Gordon (Robert Gordon), 1934-			Person		http://example.org/6706303#Agent700-41	79528975
Johnson, Richard J. (Richard Joseph), 1953- 	n00120613		Johnson, Richard J. (Richard Joseph), 1953-	n00120613	n00120613	1	Johnson, Richard J. (Richard Joseph), 1953- 			Person		http://example.org/6706304#Agent700-35	2641940
Feehally, John	n00120614		Feehally, John	n00120614	n00120614	0.9333333333333333	Feehally, John			Person		http://example.org/6706304#Agent700-36	311793145
Floege, Jürgen	n2006185077		Floege, Jürgen	n2006185077	n2006185077	1	Floege, Jürgen			Person		http://example.org/6706304#Agent700-37	16664520
Shaarawy, Tarek	no2002036070		Shaarawy, Tarek	no2002036070	no2002036070	1	Shaarawy, Tarek			Person		http://example.org/6706305#Agent700-34	29197202
Sherwood, Mark B	no2014128087		Sherwood, Mark B	no2014128087	no2014128087	0.9411764705882353	Sherwood, Mark B			Person		http://example.org/6706305#Agent700-35	310726493
Hitchings, R. A	n85098644		Hitchings, R. A	n85098644	n85098644	0.9375	Hitchings, R. A			Person		http://example.org/6706305#Agent700-36	279673040
Crowston, Jonathan G	n2005184903		Crowston, Jonathan G	n2005184903	n2005184903	0.9523809523809523	Crowston, Jonathan G			Person		http://example.org/6706305#Agent700-37	65887955
Nelson, Fred R. T., 1941- 	n81037233		Nelson, Fred R. T., 1941- 	n81037233	n81037233	0.8620689655172413	Nelson, Fred R. T., 1941- 			Person		http://example.org/6706306#Agent100-19	108695813
Blauvelt, Carolyn Taliaferro, 1933- 	n81037232		Blauvelt, Carolyn Taliaferro, 1933-	n81037232	n81037232	1	Blauvelt, Carolyn Taliaferro, 1933- 			Person		http://example.org/6706306#Agent700-34	108695752
Mencio, Gregory A	n2014183705		Mencio, Gregory A	n2014183705	n2014183705	0.9444444444444444	Mencio, Gregory A			Person		http://example.org/6706307#Agent700-39	308233624
Swiontkowski, Marc F	n92800984		Swiontkowski, Marc F	n92800984	n92800984	0.9523809523809523	Swiontkowski, Marc F			Person		http://example.org/6706307#Agent700-40	162528603
Miller, Mark D	n92800299		Miller, Mark D	n92800299	n92800299	0.9333333333333333	Miller, Mark D			Person		http://example.org/6706308#Agent700-32	44532190
Odze, Robert D	n2003008671		Odze, Robert D	n2003008671	n2003008671	0.9333333333333333	Odze, Robert D			Person		http://example.org/6706309#Agent700-35	9217664
Goldblum, John R	n2001127722		Goldblum, John R	n2001127722	n2001127722	0.9411764705882353	Goldblum, John R			Person		http://example.org/6706309#Agent700-36	161487431
Webb, W. Richard (Wayne Richard), 1945- 	n89108799		Webb, W. Richard (Wayne Richard), 1945-	n89108799	n89108799	1	Webb, W. Richard (Wayne Richard), 1945- 			Person		http://example.org/6706310#Agent100-19	84868635
Brant, William E	n89108800		Brant, William E	n89108800	n89108800	0.9411764705882353	Brant, William E			Person		http://example.org/6706310#Agent700-34	229441967
Major, Nancy M	n2003145322		Major, Nancy M	n2003145322	n2003145322	0.9333333333333333	Major, Nancy M			Person		http://example.org/6706310#Agent700-35	65855356
Scorsese, Martin	n81050379		Scorsese, Martin	n81050379	n81050379	1	Scorsese, Martin			Person		http://example.org/6706321#Agent600-31	111716145
Baker, Aaron			Baker, Aaron				Baker, Aaron			Person		http://example.org/6706321#Agent700-32	
Baker, Michael Brendan	no2010072325		Baker, Michael Brendan	no2010072325	no2010072325	1	Baker, Michael Brendan			Person		http://example.org/6706321#Agent700-33	102864590
Fukuda, H (Hiroo)	n2001001497		Fukuda, H (Hiroo)	n2001001497	n2001001497	0.9444444444444444	Fukuda, H (Hiroo)			Person		http://example.org/6706323#Agent700-31	
Ahmad, Rafi, 1944- 	n00005945		Ahmad, Rafi, 1944- 	n00005945	n00005945	0.8181818181818182	Ahmad, Rafi, 1944- 			Person		http://example.org/6706324#Agent100-24	526151246630844132976
Cartwright, Michael, 1940- 	n00005946		Cartwright, Michael, 1940-	n00005946	n00005946	1	Cartwright, Michael, 1940- 			Person		http://example.org/6706324#Agent700-39	47988828
Bentz, Bradford G	n2003004941		Bentz, Bradford G	n2003004941	n2003004941	0.9444444444444444	Bentz, Bradford G			Person		http://example.org/6706337#Agent700-33	43670036
Cole, Cynthia (Cynthia Ann), 1961-	n2014187292		Cole, Cynthia (Cynthia Ann), 1961-	n2014187292	n2014187292	1	Cole, Cynthia (Cynthia Ann), 1961-			Person		http://example.org/6706337#Agent700-34	309830684
Maxwell, Lara (Lara K.)	n2014187182		Maxwell, Lara (Lara K.)	n2014187182	n2014187182	1	Maxwell, Lara (Lara K.)			Person		http://example.org/6706337#Agent700-35	309830626
Hammer, Dean, 1959- 	n97032160		Hammer, Dean, 1959-	n97032160	n97032160	1	Hammer, Dean, 1959- 			Person		http://example.org/6706343#Agent700-36	37138249
Nørskov, Jens K	n93043976		Nørskov, Jens K	n93043976	n93043976	0.9375	Nørskov, Jens K			Person		http://example.org/6706345#Agent100-24	34790079
Studt, Felix	n2014043751		Studt, Felix	n2014043751	n2014043751	1	Studt, Felix			Person		http://example.org/6706345#Agent700-36	309825603
Abild-Pedersen, Frank	n2014043753		Abild-Pedersen, Frank	n2014043753	n2014043753	1	Abild-Pedersen, Frank			Person		http://example.org/6706345#Agent700-37	309825604
Bligaard, Thomas	n2014043754		Bligaard, Thomas	n2014043754	n2014043754	1	Bligaard, Thomas			Person		http://example.org/6706345#Agent700-38	309825605
Traitler, Helmut	n2014041079		Traitler, Helmut	n2014041079	n2014041079	1	Traitler, Helmut			Person		http://example.org/6706354#Agent100-22	309823400
Coleman, Birgit	n2014041080		Coleman, Birgit	n2014041080	n2014041080	1	Coleman, Birgit			Person		http://example.org/6706354#Agent700-38	309823401
Hofmann, Karen	n2014041081		Hofmann, Karen	n2014041081	n2014041081	1	Hofmann, Karen			Person		http://example.org/6706354#Agent700-39	309823402
McKean, John, 1956-	n99010357		McKean, John, 1956-	n99010357	n99010357	0.8260869565217391	McKean, John, 1956-			Person		http://example.org/6706362#Agent100-22	9174469
Apfel, Ulf-Peter			Apfel, Ulf-Peter				Apfel, Ulf-Peter			Person		http://example.org/6706364#Agent700-37	
Schollhammer, Philippe	no2015036829		Schollhammer, Philippe	no2015036829	no2015036829	1	Schollhammer, Philippe			Person		http://example.org/6706364#Agent700-38	192914738
Weigand, Wolfgang	n80038742		Weigand, Wolfgang	n80038742	n80038742	1	Weigand, Wolfgang			Person		http://example.org/6706364#Agent700-39	219418697
Novio, Fernando	no2014158838		Novio, Fernando	no2014158838	no2014158838	0.9375	Novio, Fernando			Person		http://example.org/6706367#Agent700-36	310693737
Roscini, Claudio	no2014158743		Roscini, Claudio	no2014158743	no2014158743	0.9411764705882353	Roscini, Claudio			Person		http://example.org/6706367#Agent700-37	310693738
Ruiz-Molina, Daniel	no2014158587		Ruiz-Molina, Daniel	no2014158587	no2014158587	0.95	Ruiz-Molina, Daniel			Person		http://example.org/6706367#Agent700-38	310693736
Ananikov, Valentine P	nb2013001489		Ananikov, Valentine P	nb2013001489	nb2013001489	0.9545454545454546	Ananikov, Valentine P			Person		http://example.org/6706368#Agent700-35	294927548
Barone, Vincenzo			Barone, Vincenzo				Barone, Vincenzo			Person		http://example.org/6706368#Agent700-36	
Tomczyk, Michael	n85022905		Tomczyk, Michael	n85022905	n85022905	0.8421052631578947	Tomczyk, Michael			Person		http://example.org/6706385#Agent100-22	75273308
Bellotti, Elisa	n2014026186		Bellotti, Elisa	n2014026186	n2014026186	1	Bellotti, Elisa			Person		http://example.org/6707651#Agent100-20	308233077
Fletcher, Kate, 1971-	n2007072051		Fletcher, Kate, 1971-	n2007072051	n2007072051	0.84	Fletcher, Kate, 1971-			Person		http://example.org/6707681#Agent700-36	219471666
Tham, Mathilda	n2014040005		Tham, Mathilda	n2014040005	n2014040005	1	Tham, Mathilda			Person		http://example.org/6707681#Agent700-37	20867669
Smyth, Hedley	n84033785		Smyth, Hedley	n84033785	n84033785	0.9285714285714286	Smyth, Hedley			Person		http://example.org/6707779#Agent100-19	108546387
Suriawinata, Arief A	n2011180433		Suriawinata, Arief A	n2011180433	n2011180433	0.9523809523809523	Suriawinata, Arief A			Person		http://example.org/6707864#Agent100-24	167840527
Fernandez, Hubert H	n2005182089		Fernandez, Hubert H	n2005182089	n2005182089	0.95	Fernandez, Hubert H			Person		http://example.org/6707865#Agent700-40	78196357
Machado, Andre (Neurosurgeon)			Machado, Andre (Neurosurgeon)				Machado, Andre (Neurosurgeon)			Person		http://example.org/6707865#Agent700-41	
Pandya, Mayur	n2014183454		Pandya, Mayur	n2014183454	n2014183454	1	Pandya, Mayur			Person		http://example.org/6707865#Agent700-42	308233442
Mazumdar, Arijit	n2014010983		Mazumdar, Arijit	n2014010983	n2014010983	1	Mazumdar, Arijit			Person		http://example.org/6707893#Agent100-19	306381758
Matthews, Michael R	n81037995		Matthews, Michael R	n81037995	n81037995	0.95	Matthews, Michael R			Person		http://example.org/6707906#Agent100-22	32098919
Alrutz, Megan	n2011057083		Alrutz, Megan	n2011057083	n2011057083	1	Alrutz, Megan			Person		http://example.org/6707917#Agent100-18	175172440
Rosow, Stephen J	n93087716		Rosow, Stephen J	n93087716	n93087716	0.9411764705882353	Rosow, Stephen J			Person		http://example.org/6707918#Agent100-17	1686393
George, Jim, 1946-	n93080259		George, Jim, 1946-	n93080259	n93080259	0.8181818181818182	George, Jim, 1946-			Person		http://example.org/6707918#Agent700-34	2563904
Tuori, Kaius	nb2007019632		Tuori, Kaius	nb2007019632	nb2007019632	1	Tuori, Kaius			Person		http://example.org/6709408#Agent100-21	57795348
Bourdieu, Pierre, 1930-2002	n79018166		Bourdieu, Pierre, 1930-2002	n79018166	n79018166	0.9642857142857143	Bourdieu, Pierre, 1930-2002			Person		http://example.org/6709437#Agent600-31	71387829
Hilgers, Mathieu, 1979- 	no2009118561		Hilgers, Mathieu, 1979- 	no2009118561	no2009118561	0.8518518518518519	Hilgers, Mathieu, 1979- 			Person		http://example.org/6709437#Agent700-34	88117915
Mangez, Éric	n2008074772		Mangez, Éric	n2008074772	n2008074772	1	Mangez, Éric			Person		http://example.org/6709437#Agent700-35	339553
Jordan, Martin, 1967-	n2014025770		Jordan, Martin, 1967-	n2014025770	n2014025770	0.84	Jordan, Martin, 1967-			Person		http://example.org/6709438#Agent100-21	308232747
Klebanov, Marianna S	n2014011994		Klebanov, Marianna S	n2014011994	n2014011994	0.9523809523809523	Klebanov, Marianna S			Person		http://example.org/6709439#Agent100-21	306382521
Travis, Adam D	n2014011995		Travis, Adam D	n2014011995	n2014011995	0.9333333333333333	Travis, Adam D			Person		http://example.org/6709439#Agent700-35	306382522
Sanderson, Helen, 1965-	n2011054996		Sanderson, Helen, 1965-	n2011054996	n2011054996	1	Sanderson, Helen, 1965-			Person		http://example.org/6709440#Agent100-20	91659266
Uusiautti, Satu	nb2009014753		Uusiautti, Satu	nb2009014753	nb2009014753	1	Uusiautti, Satu			Person		http://example.org/6709445#Agent100-18	90484732
Määttä, Kaarina	n85206163		Määttä, Kaarina	n85206163	n85206163	1	Määttä, Kaarina			Person		http://example.org/6709445#Agent700-34	16210470
Balabanova, Ekaterina, 1975-	n2007023109		Balabanova, Ekaterina, 1975-	n2007023109	n2007023109	0.9032258064516129	Balabanova, Ekaterina, 1975-			Person		http://example.org/6709461#Agent100-24	75763038
Freund, Jack	n2014061850		Freund, Jack	n2014061850	n2014061850	1	Freund, Jack			Person		http://example.org/6709505#Agent100-21	310714140
Jones, Jack			Jones, Jack				Jones, Jack			Person		http://example.org/6709505#Agent700-36	
Prior, Nicole M. (Nicole Mary)	no2011155057		Prior, Nicole M. (Nicole Mary)	no2011155057	no2011155057	1	Prior, Nicole M. (Nicole Mary)			Person		http://example.org/6709510#Agent100-14	186919129
Chase, Richard			Chase, Richard				Chase, Richard			Person		http://example.org/6709512#Agent700-26	
Grice, Kliti	nb2014024829		Grice, Kliti	nb2014024829	nb2014024829	1	Grice, Kliti			Person		http://example.org/6709529#Agent700-48	311466643
Cox, Brian			Cox, Brian				Cox, Brian			Person		http://example.org/6709531#Agent700-52	83469771
Gosling, Martin	nb2014023779		Gosling, Martin	nb2014023779	nb2014023779	1	Gosling, Martin			Person		http://example.org/6709531#Agent700-53	311465769
Zion, Lawrie	n2014038483		Zion, Lawrie	n2014038483	n2014038483	0.9230769230769231	Zion, Lawrie			Person		http://example.org/6709997#Agent700-32	309821325
Craig, David			Craig, David				Craig, David			Person		http://example.org/6709997#Agent700-33	
McGregor, Debra	no2007112749		McGregor, Debra	no2007112749	no2007112749	1	McGregor, Debra			Person		http://example.org/6710007#Agent100-19	2256649
Precious, Wendy	n2014035582		Precious, Wendy	n2014035582	n2014035582	1	Precious, Wendy			Person		http://example.org/6710007#Agent700-34	309818985
Kopnina, Helen	n2005045803		Kopnina, Helen	n2005045803	n2005045803	0.9333333333333333	Kopnina, Helen			Person		http://example.org/6710022#Agent100-21	316661941
Blewitt, John, 1957-	n2003016603		Blewitt, John, 1957-	n2003016603	n2003016603	0.8333333333333334	Blewitt, John, 1957-			Person		http://example.org/6710022#Agent700-36	28904400
Hoppeler, Hans, 1948-	n2014184957		Hoppeler, Hans, 1948-	n2014184957	n2014184957	1	Hoppeler, Hans, 1948-			Person		http://example.org/6710033#Agent100-17	308757858
Harris, Paul G	n00002888		Harris, Paul G	n00002888	n00002888	0.9333333333333333	Harris, Paul G			Person		http://example.org/6710034#Agent700-39	
Lang, Graeme	nr93000755		Lang, Graeme	nr93000755	nr93000755	1	Lang, Graeme			Person		http://example.org/6710034#Agent700-40	39546220
Petrucelli, Jean	n00109383		Petrucelli, Jean	n00109383	n00109383	1	Petrucelli, Jean			Person		http://example.org/6710043#Agent700-39	275936079
Caine, Mark (Mark Eliot)	n2014029111		Caine, Mark (Mark Eliot)	n2014029111	n2014029111	1	Caine, Mark (Mark Eliot)			Person		http://example.org/6710047#Agent700-41	308753718
Rayner, Steve, 1953-	n88060090		Rayner, Steve, 1953-	n88060090	n88060090	1	Rayner, Steve, 1953-			Person		http://example.org/6710047#Agent700-42	280561023
Wendt, Sarah	no2010100721		Wendt, Sarah	no2010100721	no2010100721	1	Wendt, Sarah			Person		http://example.org/6710055#Agent100-22	121925288
Zannettino, Lana	n2014183273		Zannettino, Lana	n2014183273	n2014183273	1	Zannettino, Lana			Person		http://example.org/6710055#Agent700-39	307435563
Hebinck, Paulus Gerardus Maria, 1953- 	n91104220		Hebinck, Paulus Gerardus Maria, 1953- 	n91104220	n91104220	0.9024390243902439	Hebinck, Paulus Gerardus Maria, 1953- 			Person		http://example.org/6710516#Agent700-32	35112039
Ploeg, Jan Douwe van der, 1950- 	n87931298		Ploeg, Jan Douwe van der, 1950- 	n87931298	n87931298	0.9375	Ploeg, Jan Douwe van der, 1950- 			Person		http://example.org/6710516#Agent700-33	5790082
Schneider, Sergio	no00075477		Schneider, Sergio	no00075477	no00075477	0.9444444444444444	Schneider, Sergio			Person		http://example.org/6710516#Agent700-34	21692040
Matambalya, Francis A. S. T	nr97018991		Matambalya, Francis A. S. T	nr97018991	nr97018991	0.8888888888888888	Matambalya, Francis A. S. T			Person		http://example.org/6710517#Agent700-34	2641647
Phillips, Angela	n84070178		Phillips, Angela	n84070178	n84070178	0.9411764705882353	Phillips, Angela			Person		http://example.org/6710530#Agent100-18	79376981
Caraus, Tamara			Caraus, Tamara				Caraus, Tamara			Person		http://example.org/6710537#Agent700-33	
P¡arvu, Camil Alexandru			P¡arvu, Camil Alexandru				P¡arvu, Camil Alexandru			Person		http://example.org/6710537#Agent700-34	
Hunt, Charles T			Hunt, Charles T				Hunt, Charles T			Person		http://example.org/6710543#Agent100-17	
United Nations	n79021345		United Nations		n79021345		United Nations	n79021345	0.9333333333333333	Organization		http://example.org/6710543#Agent610-28	144904638
Walklate, Sandra	n87929708		Walklate, Sandra	n87929708	n87929708	0.9411764705882353	Walklate, Sandra			Person		http://example.org/6710546#Agent100-19	305430196
Mythen, Gabe	no2004058541		Mythen, Gabe	no2004058541	no2004058541	0.9230769230769231	Mythen, Gabe			Person		http://example.org/6710546#Agent700-34	317149310
Fong, Brian C. H	n2014012235		Fong, Brian C. H	n2014012235	n2014012235	0.9411764705882353	Fong, Brian C. H			Person		http://example.org/6710547#Agent100-20	307428351
Dong, Jianhua, 1937-	nr96044400		Dong, Jianhua, 1937-	nr96044400	nr96044400	1	Dong, Jianhua, 1937-			Person		http://example.org/6710547#Agent600-31	61447588
Tsang, Donald, 1944-	no2005092022		Tsang, Donald, 1944-	no2005092022	no2005092022	1	Tsang, Donald, 1944-			Person		http://example.org/6710547#Agent600-32	95084735
Dowding, Keith M	n91027591		Dowding, Keith M	n91027591	n91027591	0.9411764705882353	Dowding, Keith M			Person		http://example.org/6710553#Agent700-30	54253459
Dumont, Patrick	n2008037046		Dumont, Patrick	n2008037046	n2008037046	1	Dumont, Patrick			Person		http://example.org/6710553#Agent700-31	4972973
Galbraith, Niall	nb2012010717		Galbraith, Niall	nb2012010717	nb2012010717	1	Galbraith, Niall			Person		http://example.org/6710554#Agent700-31	239246984
Beit-Hallahmi, Benjamin	n82025046		Beit-Hallahmi, Benjamin	n82025046	n82025046	0.9583333333333334	Beit-Hallahmi, Benjamin			Person		http://example.org/6710556#Agent100-22	305759065
