Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
Krishnamachariar, M. (Madabhushi), 1884-	n89663889	100	Krishnamachariar, M. (Madabhushi), 1884-	n89663889	n89663889	1	Krishnamachariar, M. (Madabhushi), 1884-			Person		http://example.org/1098799#Agent100-11	
Srinivasachariar, M	nr97026707	95	Srinivasachariar, M	nr97026707	nr97026707	0.8260869565	Srinivasachariar, M			Person		http://example.org/1098799#Agent700-22	
Hepburn, A. Barton (Alonzo Barton), 1846-1922	no94021097	100	Hepburn, A. Barton (Alonzo Barton), 1846-1922	no94021097	no94021097	1	Hepburn, A. Barton (Alonzo Barton), 1846-1922			Person		http://example.org/1032021#Agent100-11	
Sprague, O. M. W. (Oliver Mitchell Wentworth), 1873-1953	no92000957	100	Sprague, O. M. W. (Oliver Mitchell Wentworth), 1873-1953	no92000957	no92000957	1	Sprague, O. M. W. (Oliver Mitchell Wentworth), 1873-1953			Person		http://example.org/108850#Agent100-10	
United States. National Monetary Commission	n80086602	100	United States. National Monetary Commission		n80086602		United States. National Monetary Commission	n80086602	1	Jurisdiction		http://example.org/108850#Agent710-24	
Johnson, Emory R. (Emory Richard), 1864-1950	no92014616	100	Johnson, Emory R. (Emory Richard), 1864-1950				Johnson, Emory R. (Emory Richard), 1864-1950			Person		http://example.org/1008625#Agent100-12	
Van Metre, T. W. (Thurman William), 1884-1961	nr98018349	100	Van Metre, T. W. (Thurman William), 1884-1961				Van Metre, T. W. (Thurman William), 1884-1961			Person		http://example.org/1008625#Agent700-25	
Huebner, Grover G. (Grover Gerhardt), 1884-	no97010375	94	Huebner, Grover G. (Grover Gerhardt), 1884-	no97010375	no97010375	0.914893617	Huebner, Grover G. (Grover Gerhardt), 1884-			Person		http://example.org/1008625#Agent700-26	
Hanchet, David Scott			Hanchet, David Scott				Hanchet, David Scott			Person		http://example.org/1008625#Agent700-27	
Sladkovskiĭ, Mikhail Isofovich			Sladkovskiĭ, Mikhail Isofovich				Sladkovskiĭ, Mikhail Isofovich			Person		http://example.org/1009272#Agent100-11	
Pulliam, John D.	n82051069	100	Pulliam, John D	n82051069	n82051069	0.9375	Pulliam, John D			Person		http://example.org/108004#Agent100-13	
Curtis, S. J. (Stanley James), 1893-	n50017493	100	Curtis, S. J. (Stanley James), 1893-	n50017493	n50017493	1	Curtis, S. J. (Stanley James), 1893-			Person		http://example.org/1058876#Agent100-11	
Murray, David, 1830-1905	n85142738	100	Murray, David, 1830-1905	n85142738	n85142738	1	Murray, David, 1830-1905			Person		http://example.org/1058354#Agent100-13	
United States. Office of Education	n81009444	100	United States. Office of Education		n81009444		United States. Office of Education	n81009444	1	Jurisdiction		http://example.org/1058354#Agent810-25	
United States. Office of Education	n81009444	100	United States. Office of Education		n81009444		United States. Office of Education	n81009444	1	Jurisdiction		http://example.org/1058354#Agent810-26	
Fafunwa, A. Babs, 1923-	n50011086	88	Fafunwa, A. Babs, 1923-	n50011086	n50011086	0.8518518519	Fafunwa, A. Babs, 1923-			Person		http://example.org/1065012#Agent100-12	
Walker, Audrey N. B			Walker, Audrey N. B				Walker, Audrey N. B			Person		http://example.org/1067614#Agent100-11	
United States. Work Projects Administration. Oregon	no2004034459	100	United States. Work Projects Administration. Oregon		no2004034459		United States. Work Projects Administration. Oregon	no2004034459	1	Jurisdiction		http://example.org/1058383#Agent110-12	
Powers, Alfred	no96047967	100	Powers, Alfred	no96047967	no96047967	1	Powers, Alfred			Person		http://example.org/1058383#Agent700-21	
Corning, Howard McKinley, 1896-	n88215895	100	Corning, Howard McKinley, 1896-	n88215895	n88215895	1	Corning, Howard McKinley, 1896- 			Person		http://example.org/1058383#Agent700-22	
Oregon State Board of Higher Education	n79066512	100	Oregon State Board of Higher Education		n79066512		Oregon State Board of Higher Education	n79066512	0.9743589744	Organization		http://example.org/1058383#Agent710-23	
Schinagl, Mary S			Schinagl, Mary S				Schinagl, Mary S			Person		http://example.org/1045579#Agent100-11	
Bishop, Cortlandt F. (Cortlandt Field), 1870-1935	n85239145	100	Bishop, Cortlandt F. (Cortlandt Field), 1870-1935	n85239145	n85239145	1	Bishop, Cortlandt F. (Cortlandt Field), 1870-1935			Person		http://example.org/1071166#Agent100-12	
University of British Columbia. Faculty of Law	n85800727	100	University of British Columbia. Faculty of Law		n85800727		University of British Columbia. Faculty of Law	n85800727	1	Organization		http://example.org/103790#Agent110-9	
Davey, Henry, 1853-1929	nr95039605	100	Davey, Henry, 1853-1929	nr95039605	nr95039605	1	Davey, Henry, 1853-1929			Person		http://example.org/1074308#Agent100-13	
Fairfax Consolidated School District (Man.)			Fairfax Consolidated School District (Man.)				Fairfax Consolidated School District (Man.)			Jurisdiction		http://example.org/1045284#Agent610-20	
Fairfax Consolidated School District (Man.)			Fairfax Consolidated School District (Man.)				Fairfax Consolidated School District (Man.)			Jurisdiction		http://example.org/1045284#Agent610-21	
Fairfax Community Club (Man.)			Fairfax Community Club (Man.)				Fairfax Community Club (Man.)			Organization		http://example.org/1045284#Agent710-23	
Hubbard, William Lines, 1867-	no2001052424	85	Hubbard, William Lines, 1867-				Hubbard, William Lines, 1867-			Person		http://example.org/1006235#Agent100-9	
Starr, Frederick, 1858-1933	n80065781	100	Starr, Frederick, 1858-1933	n80065781	n80065781	0.9259259259	Starr, Frederick, 1858-1933			Person		http://example.org/1006235#Agent700-19	
Treitschke, Heinrich von, 1834-1896	n87145496	100	Treitschke, Heinrich von, 1834-1896	n87145496	n87145496	0.9444444444	Treitschke, Heinrich von, 1834-1896			Person		http://example.org/100390#Agent100-20	
Craig, Gordon Alexander, 1913-2005	n79119354	100	Craig, Gordon Alexander, 1913-2005	n79119354	n79119354	0.9714285714	Craig, Gordon Alexander, 1913-2005			Person		http://example.org/100390#Agent700-33	
Walsh, Frank K., active 1928			Walsh, Frank K., active 1928				Walsh, Frank K., active 1928			Person		http://example.org/1005288#Agent100-11	
Freemasons Hoquiam, Washington. Hoquiam Lodge no. 64			Freemasons Hoquiam, Washington. Hoquiam Lodge no. 64				Freemasons Hoquiam, Washington. Hoquiam Lodge no. 64			Organization		http://example.org/1005288#Agent610-19	
Bromwell, Wm. J. (William Jeremy), 1834-1874	no99067788	100	Bromwell, Wm. J. (William Jeremy), 1834-1874	no99067788	no99067788	1	Bromwell, Wm. J. (William Jeremy), 1834-1874			Person		http://example.org/1053209#Agent100-11	
Fergusson, James, 1808-1886	n50026890	100	Fergusson, James, 1808-1886	n50026890	n50026890	1	Fergusson, James, 1808-1886			Person		http://example.org/1081571#Agent100-12	
Burgess, James, 1832-1916	n50045921	100	Burgess, James, 1832-1916	n50045921	n50045921	1	Burgess, James, 1832-1916			Person		http://example.org/1081571#Agent700-22	
Spiers, Richard Phené, 1838-1916	n85327702	98	Spiers, Richard Phené, 1838-1916	n85327702	n85327702	1	Spiers, Richard Phené, 1838-1916			Person		http://example.org/1081571#Agent700-23	
Coomaraswamy, Ananda K. (Ananda Kentish), 1877-1947	n79066552	100	Coomaraswamy, Ananda K. (Ananda Kentish), 1877-1947	n79066552	n79066552	1	Coomaraswamy, Ananda K. (Ananda Kentish), 1877-1947			Person		http://example.org/1079777#Agent100-11	
Derrett, J. Duncan M. (John Duncan Martin), 1922-			Derrett, J. Duncan M. (John Duncan Martin), 1922-				Derrett, J. Duncan M. (John Duncan Martin), 1922-			Person		http://example.org/1021809#Agent100-11	
Frauwallner, Erich, 1898-1974	n83203282	100	Frauwallner, Erich, 1898-1974	n83203282	n83203282	1	Frauwallner, Erich, 1898-1974			Person		http://example.org/1065834#Agent100-11	
Bedekar, V. M.	n81024965	100	Bedekar, V. M	n81024965	n81024965	0.8461538462	Bedekar, V. M			Person		http://example.org/1065834#Agent700-22	
Indian River School (P.E.I.)			Indian River School (P.E.I.)				Indian River School (P.E.I.)			Organization		http://example.org/1026525#Agent710-22	
Indian River Women's Institute			Indian River Women's Institute				Indian River Women's Institute			Organization		http://example.org/1026525#Agent710-23	
Hazareesingh, Kissoonsingh, 1909-			Hazareesingh, Kissoonsingh, 1909-				Hazareesingh, Kissoonsingh, 1909-			Person		http://example.org/109551#Agent100-10	
Chatterjee, Bijan Raj	n50082249	100	Chatterjee, Bijan Raj	n50082249	n50082249	1	Chatterjee, Bijan Raj			Person		http://example.org/1044870#Agent100-13	
MacDougall, J. L. (John L.)			MacDougall, J. L. (John L.)				MacDougall, J. L. (John L.)			Person		http://example.org/1011502#Agent100-10	
Nakosteen, Mehdi Khan, 1904-	n50044786	80	Nakosteen, Mehdi Khan, 1904-				Nakosteen, Mehdi Khan, 1904-			Person		http://example.org/1058066#Agent100-12	
Deo, Shantaram Bhalchandra	n50001605	100	Deo, Shantaram Bhalchandra	n50001605	n50001605	1	Deo, Shantaram Bhalchandra			Person		http://example.org/1044049#Agent100-11	
Keenleyside, Hugh Llewellyn, 1898-	n81004398	100	Keenleyside, Hugh Llewellyn, 1898-	n81004398	n81004398	1	Keenleyside, Hugh Llewellyn, 1898-			Person		http://example.org/1061287#Agent100-11	
Thomas, A. F. (Andrew Frank), 1896-	no2001087249	100	Thomas, A. F. (Andrew Frank), 1896-	no2001087249	no2001087249	1	Thomas, A. F. (Andrew Frank), 1896-			Person		http://example.org/1061287#Agent700-21	
Makhan Singh, 1913-1973	n84132314	100	Makhan Singh, 1913-1973	n84132314	n84132314	1	Makhan Singh, 1913-1973			Person		http://example.org/109171#Agent100-11	
Pollard, Sidney	n50024065	100	Pollard, Sidney	n50024065	n50024065	1	Pollard, Sidney			Person		http://example.org/1003376#Agent100-11	
Commons, John R. (John Rogers), 1862-1945	n50031418	100	Commons, John R. (John Rogers), 1862-1945	n50031418	n50031418	1	Commons, John R. (John Rogers), 1862-1945			Person		http://example.org/105677#Agent100-12	
Paramēśvaran Nāyar, Pi. Ke., 1903-1988	n89105173	95	Paramēśvaran Nāyar, Pi. Ke., 1903-1988				Paramēśvaran Nāyar, Pi. Ke., 1903-1988			Person		http://example.org/1099353#Agent100-10	
Veṇṇiyūr, Ī. Eṃ. Je., 1927-	n89146282	83	Veṇṇiyūr, Ī. Eṃ. Je., 1927-				Veṇṇiyūr, Ī. Eṃ. Je., 1927-			Person		http://example.org/1099353#Agent700-20	
Twyman, Robert W., 1919-2001	n79081378	100	Twyman, Robert W., 1919-2001	n79081378	n79081378	1	Twyman, Robert W., 1919-2001			Person		http://example.org/1012712#Agent100-10	
Marshall Field &amp; Company			Marshall Field &amp; Company				Marshall Field &amp; Company			Organization		http://example.org/1012712#Agent610-18	
Lindsay, W. S. (William Schaw), 1816-1877	n85248072	100	Lindsay, W. S. (William Schaw), 1816-1877	n85248072	n85248072	1	Lindsay, W. S. (William Schaw), 1816-1877			Person		http://example.org/1006390#Agent100-10	
Bennett, P. S.	n90619019	100	Bennett, P. S	n90619019	n90619019	0.9285714286	Bennett, P. S			Person		http://example.org/1006216#Agent100-11	
Lawson, James, Rev			Lawson, James, Rev				Lawson, James, Rev			Person		http://example.org/1006216#Agent700-21	
Lukomskiĭ, G. K. (Georgiĭ Kreskentʹevich), 1884-approximately 1928			Lukomskiĭ, G. K. (Georgiĭ Kreskentʹevich), 1884-approximately 1928				Lukomskiĭ, G. K. (Georgiĭ Kreskentʹevich), 1884-approximately 1928			Person		http://example.org/1086374#Agent100-11	
Kaliyaperumāḷ, Kōvi	no2006025485	91	Kaliyaperumāḷ, Kōvi				Kaliyaperumāḷ, Kōvi			Person		http://example.org/1086374#Agent700-21	
Del Mar, Alexander, 1836-1926	n50037860	100	Del Mar, Alexander, 1836-1926	n50037860	n50037860	1	Del Mar, Alexander, 1836-1926			Person		http://example.org/1015689#Agent100-13	
Mount Calvary Lutheran Church, Red Deer, Alta			Mount Calvary Lutheran Church, Red Deer, Alta				Mount Calvary Lutheran Church, Red Deer, Alta			Organization		http://example.org/1046588#Agent110-11	
Mount Calvary Lutheran Church, Red Deer, Alta			Mount Calvary Lutheran Church, Red Deer, Alta				Mount Calvary Lutheran Church, Red Deer, Alta			Organization		http://example.org/1046588#Agent610-21	
Muldrew Lakes Cottagers' Club			Muldrew Lakes Cottagers' Club				Muldrew Lakes Cottagers' Club			Organization		http://example.org/1064382#Agent610-18	
Muldrew Lakes Cottagers' Club			Muldrew Lakes Cottagers' Club				Muldrew Lakes Cottagers' Club			Organization		http://example.org/1064382#Agent710-21	
Miller, Hugh Milton, 1908-1986	n50033684	100	Miller, Hugh Milton, 1908-1986	n50033684	n50033684	1	Miller, Hugh Milton, 1908-1986			Person		http://example.org/1082048#Agent100-10	
Hamiuddin Khan, Md			Hamiuddin Khan, Md				Hamiuddin Khan, Md			Person		http://example.org/1071367#Agent100-11	
Singh, Shew Shunker	n84207530	84	Singh, Shew Shunker				Singh, Shew Shunker			Person		http://example.org/1076155#Agent700-23	
Gunanand, Pandit	n84207529	100	Gunanand, Pandit	n84207529	n84207529	1	Gunanand, Pandit			Person		http://example.org/1076155#Agent700-24	
Wright, Daniel, active 1877	n84207620	100	Wright, Daniel, active 1877	n84207620	n84207620	1	Wright, Daniel, active 1877			Person		http://example.org/1076155#Agent700-25	
Tschižewskij, Dmitrij, 1894-1977	n50041483	98	Tschižewskij, Dmitrij, 1894-1977	n50041483	n50041483	0.9696969697	Tschižewskij, Dmitrij, 1894-1977			Person		http://example.org/1044069#Agent100-17	
Independent Order of Odd Fellows. Grand Lodge of Ontario			Independent Order of Odd Fellows. Grand Lodge of Ontario				Independent Order of Odd Fellows. Grand Lodge of Ontario			Organization		http://example.org/101374#Agent110-11	
Independent Order of Odd Fellows	n85244181	100	Independent Order of Odd Fellows		n85244181		Independent Order of Odd Fellows	n85244181	1	Organization		http://example.org/101374#Agent610-19	
Banerji, Rakhal Das, 1885-1930	n81141134	100	Banerji, Rakhal Das, 1885-1930	n81141134	n81141134	0.9666666667	Banerji, Rakhal Das, 1885-1930			Person		http://example.org/1057351#Agent100-12	
Mansinha, Mayadhar	n84041307	100	Mansinha, Mayadhar	n84041307	n84041307	0.9473684211	Mansinha, Mayadhar			Person		http://example.org/1098789#Agent100-10	
Wedgwood, Josiah C. (Josiah Clement), 1872-1943	nr92004113	100	Wedgwood, Josiah C. (Josiah Clement), 1872-1943	nr92004113	nr92004113	1	Wedgwood, Josiah C. (Josiah Clement), 1872-1943			Person		http://example.org/1048203#Agent100-11	
Great Britain. Parliament	n79017964	100	Great Britain. Parliament		n79017964		Great Britain. Parliament	n79017964	1	Jurisdiction		http://example.org/1048203#Agent610-19	
Great Britain. Parliament	n79017964	100	Great Britain. Parliament		n79017964		Great Britain. Parliament	n79017964	1	Jurisdiction		http://example.org/1048203#Agent610-20	
Great Britain. Parliament. House of Commons	n79113783	100	Great Britain. Parliament. House of Commons		n79113783		Great Britain. Parliament. House of Commons	n79113783	1	Jurisdiction		http://example.org/1048203#Agent610-21	
Great Britain. Parliament. Committee of Both Houses Charged with the Production of the History	no97065537	100	Great Britain. Parliament. Committee of Both Houses Charged with the Production of the History		no97065537		Great Britain. Parliament. Committee of Both Houses Charged with the Production of the History	no97065537	1	Jurisdiction		http://example.org/1048203#Agent710-22	
Davis, Winfield J., 1851-	no99089972	100	Davis, Winfield J., 1851-	no99089972	no99089972	1	Davis, Winfield J., 1851-			Person		http://example.org/1045803#Agent100-11	
Gettell, Raymond Garfield, 1881-1949	n88001756	100	Gettell, Raymond Garfield, 1881-1949	n88001756	n88001756	0.9722222222	Gettell, Raymond Garfield, 1881-1949			Person		http://example.org/1040390#Agent100-11	
Gettell, Raymond Garfield, 1881-1949	n88001756	100	Gettell, Raymond Garfield, 1881-1949	n88001756	n88001756	0.9722222222	Gettell, Raymond Garfield, 1881-1949			Person		http://example.org/1040392#Agent100-10	
Wanlass, Lawrence C., 1925- 			Wanlass, Lawrence C., 1925- 				Wanlass, Lawrence C., 1925- 			Person		http://example.org/1040392#Agent700-20	
Coventry, Francis, 1725?-1759	n82032298	100	Coventry, Francis, 1725?-1759	n82032298	n82032298	1	Coventry, Francis, 1725?-1759			Person		http://example.org/1020206#Agent100-9	
Goldsmith, Oliver, 1730?-1774	n79121384	100	Goldsmith, Oliver, 1730?-1774	n79121384	n79121384	1	Goldsmith, Oliver, 1730?-1774			Person		http://example.org/1020206#Agent700-19	
Ewen, David, 1907-1985	n80050359	100	Ewen, David, 1907-1985	n80050359	n80050359	0.9565217391	Ewen, David, 1907-1985			Person		http://example.org/1074851#Agent100-18	
Overbeek, Johannes	n50049949	100	Overbeek, Johannes	n50049949	n50049949	0.9473684211	Overbeek, Johannes			Person		http://example.org/1064499#Agent100-11	
Morton, Arthur S. (Arthur Silver), 1870-1945	no2008186042	100	Morton, Arthur S. (Arthur Silver), 1870-1945	no2008186042	no2008186042	1	Morton, Arthur S. (Arthur Silver), 1870-1945			Person		http://example.org/1035662#Agent100-10	
Martin, Chester, 1882-1958	n95039337	100	Martin, Chester, 1882-1958	n95039337	n95039337	1	Martin, Chester, 1882-1958			Person		http://example.org/1035662#Agent700-24	
Fauriel, C. C. (Claude Charles), 1772-1844	n87900171	100	Fauriel, C. C. (Claude Charles), 1772-1844	n87900171	n87900171	0.9761904762	Fauriel, C. C. (Claude Charles), 1772-1844			Person		http://example.org/1092997#Agent100-12	
Adler, G. J. (George J.), 1821-1868	nr87000262	100	Adler, G. J. (George J.), 1821-1868	nr87000262	nr87000262	0.9722222222	Adler, G. J. (George J.), 1821-1868			Person		http://example.org/1092997#Agent700-25	
Rosenkerr, Louise			Rosenkerr, Louise				Rosenkerr, Louise			Person		http://example.org/1042404#Agent100-11	
Robinson Creek School District (Sask.)			Robinson Creek School District (Sask.)				Robinson Creek School District (Sask.)			Jurisdiction		http://example.org/1042404#Agent610-20	
Bieler, Ludwig	n85257486	100	Bieler, Ludwig	n85257486	n85257486	1	Bieler, Ludwig			Person		http://example.org/1091414#Agent100-15	
Wilson, John, 1928-	nb2008020155	100	Wilson, John, 1928- 				Wilson, John, 1928- 			Person		http://example.org/1091414#Agent700-25	
Anderson, Roy Claude	n50021519	100	Anderson, Roy Claude	n50021519	n50021519	1	Anderson, Roy Claude			Person		http://example.org/1007192#Agent100-13	
Royal Blue Express Services	n86030926	100	Royal Blue Express Services		n86030926		Royal Blue Express Services	n86030926	1	Organization		http://example.org/1007192#Agent610-21	
Frankis, G.	n80089777	100	Frankis, G	n80089777	n80089777	0.9090909091	Frankis, G			Person		http://example.org/1007192#Agent700-22	
Dasgupta, Sugata, 1926- 	n50037934	89	Dasgupta, Sugata, 1926- 	n50037934	n50037934	0.8518518519	Dasgupta, Sugata, 1926- 			Person		http://example.org/1034423#Agent700-19	
Gandhian Institute of Studies	n50080935	100	Gandhian Institute of Studies		n50080935		Gandhian Institute of Studies	n50080935	0.9310344828	Organization		http://example.org/1034423#Agent710-20	
Association of Voluntary Agencies for Rural Development	n50055635	100	Association of Voluntary Agencies for Rural Development		n50055635		Association of Voluntary Agencies for Rural Development	n50055635	1	Organization		http://example.org/1034423#Agent710-21	
Kane, Pandurang Vaman, 1880-1972			Kane, Pandurang Vaman, 1880-1972				Kane, Pandurang Vaman, 1880-1972			Person		http://example.org/1098823#Agent100-10	
Kandel, I. L. (Isaac Leon), 1881-1965	n50046224	100	Kandel, I. L. (Isaac Leon), 1881-1965	n50046224	n50046224	0.972972973	Kandel, I. L. (Isaac Leon), 1881-1965			Person		http://example.org/1063624#Agent100-12	
Ajwani, L. H. (Lalsing Hazarising)	n85013010	100	Ajwani, L. H. (Lalsing Hazarising)	n85013010	n85013010	1	Ajwani, L. H. (Lalsing Hazarising)			Person		http://example.org/1098792#Agent100-12	
Hillquit, Morris, 1869-1933	n50035200	100	Hillquit, Morris, 1869-1933	n50035200	n50035200	0.9642857143	Hillquit, Morris, 1869-1933			Person		http://example.org/1037796#Agent100-10	
Dowkes, Margaret, 1902-			Dowkes, Margaret, 1902-				Dowkes, Margaret, 1902-			Person		http://example.org/1049042#Agent100-11	
St. John's Presbyterian Church, Medicine Hat, Alta			St. John's Presbyterian Church, Medicine Hat, Alta				St. John's Presbyterian Church, Medicine Hat, Alta			Organization		http://example.org/1049042#Agent610-19	
St. John's Presbyterian Church, Medicine Hat, Alta			St. John's Presbyterian Church, Medicine Hat, Alta				St. John's Presbyterian Church, Medicine Hat, Alta			Organization		http://example.org/1049042#Agent710-20	
Wood, Frederick A. (Frederick Augustus), 1861-1942	n85234636	100	Wood, Frederick A. (Frederick Augustus), 1861-1942				Wood, Frederick A. (Frederick Augustus), 1861-1942			Person		http://example.org/1022115#Agent100-12	
Vēṅkaṭa Sītāpati, Giḍugu, 1885-1969	n88228190	90	Vēṅkaṭa Sītāpati, Giḍugu, 1885-1969				Vēṅkaṭa Sītāpati, Giḍugu, 1885-1969			Person		http://example.org/1099370#Agent100-12	
[Halliday, Samuel Dumont] 1847-			[Halliday, Samuel Dumont] 1847-				[Halliday, Samuel Dumont] 1847-			Person		http://example.org/1071986#Agent100-11	
Cornell, Ezra, 1807-1874	n97066641	100	Cornell, Ezra, 1807-1874				Cornell, Ezra, 1807-1874			Person		http://example.org/1071986#Agent600-20	
Cornell University	n79021621	100	Cornell University		n79021621		Cornell University	n79021621	0.9444444444	Organization		http://example.org/1071986#Agent610-21	
Spillane, Daniel, 1860-1893	no2013070559	100	Spillane, Daniel, 1860-1893	no2013070559	no2013070559	1	Spillane, Daniel, 1860-1893			Person		http://example.org/1074685#Agent100-13	
S. W. (Samuel White)	n84121291	100	S. W. (Samuel White)				S. W. (Samuel White)			Person		http://example.org/108634#Agent100-11	
Fabri, Ralph, 1894-	n50012076	100	Fabri, Ralph, 1894-	n50012076	n50012076	1	Fabri, Ralph, 1894-			Person		http://example.org/1087263#Agent100-11	
American Watercolor Society, New York	n91006833	86	American Watercolor Society, New York				American Watercolor Society, New York			Organization		http://example.org/1087263#Agent610-20	
Prentice, Archibald, 1792-1857	no89013174	100	Prentice, Archibald, 1792-1857	no89013174	no89013174	1	Prentice, Archibald, 1792-1857			Person		http://example.org/1008470#Agent100-16	
Anti-Corn-Law League	n50078105	100	Anti-Corn-Law League		n50078105		Anti-Corn-Law League	n50078105	0.85	Organization		http://example.org/1008470#Agent610-27	
Greene, Arthur Maurice, 1872-	nr96030208	100	Greene, Arthur Maurice, 1872-	nr96030208	nr96030208	1	Greene, Arthur Maurice, 1872-			Person		http://example.org/1013833#Agent100-10	
American Society of Mechanical Engineers	n80081647	100	American Society of Mechanical Engineers		n80081647		American Society of Mechanical Engineers	n80081647	0.925	Organization		http://example.org/1013833#Agent610-19	
Australian Society of Accountants	n50069261	100	Australian Society of Accountants		n50069261		Australian Society of Accountants	n50069261	0.9393939394	Organization		http://example.org/1014165#Agent110-10	
Hickcox, John Howard, 1832-1897			Hickcox, John Howard, 1832-1897				Hickcox, John Howard, 1832-1897			Person		http://example.org/1016737#Agent100-11	
Carr, James Cecil, 1889-1961	no2005037865	100	Carr, James Cecil, 1889-1961	no2005037865	no2005037865	1	Carr, James Cecil, 1889-1961			Person		http://example.org/1004261#Agent100-14	
Taplin, Walter	no2005037867	100	Taplin, Walter	no2005037867	no2005037867	1	Taplin, Walter			Person		http://example.org/1004261#Agent700-23	
Owen, Nicholas	n84009357	100	Owen, Nicholas				Owen, Nicholas			Person		http://example.org/1058279#Agent100-12	
Grant, James, 1840-1885			Grant, James, 1840-1885				Grant, James, 1840-1885			Person		http://example.org/1058448#Agent100-11	
Mackay, John, of Edinburgh	nb2009012082	100	Mackay, John, of Edinburgh	nb2009012082	nb2009012082	1	Mackay, John, of Edinburgh			Person		http://example.org/1073222#Agent100-10	
Wagoner, Jay J., 1923-	n79055200	100	Wagoner, Jay J., 1923-	n79055200	n79055200	1	Wagoner, Jay J., 1923-			Person		http://example.org/1002641#Agent100-11	
Gammage, Robert George, 1815-1888			Gammage, Robert George, 1815-1888				Gammage, Robert George, 1815-1888			Person		http://example.org/1003341#Agent100-12	
Gammage, Robert George, 1815-1888			Gammage, Robert George, 1815-1888				Gammage, Robert George, 1815-1888			Person		http://example.org/1003341#Agent700-25	
Fridge, Ike	nb99033640	100	Fridge, Ike	nb99033640	nb99033640	1	Fridge, Ike			Person		http://example.org/1023274#Agent100-10	
Fridge, Ike	nb99033640	100	Fridge, Ike	nb99033640	nb99033640	1	Fridge, Ike			Person		http://example.org/1023274#Agent600-18	
Roberts, Browne H. E			Roberts, Browne H. E				Roberts, Browne H. E			Person		http://example.org/1054200#Agent100-11	
Klugmann, James	n50043441	100	Klugmann, James	n50043441	n50043441	1	Klugmann, James			Person		http://example.org/1046352#Agent100-13	
Communist Party of Great Britain	n80076408	100	Communist Party of Great Britain		n80076408		Communist Party of Great Britain	n80076408	0.96875	Organization		http://example.org/1046352#Agent610-23	
Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n50079095	95	Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza		n80126146		Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n80126146	0.88	Organization		http://example.org/1049707#Agent610-17	
Ponomarev, B. N. (Boris Nikolaevich)	n79046147	100	Ponomarev, B. N. (Boris Nikolaevich)	n79046147	n79046147	1	Ponomarev, B. N. (Boris Nikolaevich)			Person		http://example.org/1049707#Agent700-18	
Foster, William Z., 1881-1961	n79075638	100	Foster, William Z., 1881-1961	n79075638	n79075638	1	Foster, William Z., 1881-1961			Person		http://example.org/1045957#Agent100-12	
Communist Party of the United States of America	n79036120	100	Communist Party of the United States of America		n79036120		Communist Party of the United States of America	n79036120	0.9787234043	Organization		http://example.org/1045957#Agent610-20	
Avakumović, Ivan	n50028892	97	Avakumović, Ivan	n50028892	n50028892	1	Avakumović, Ivan			Person		http://example.org/1051494#Agent100-10	
Savez komunista Jugoslavije	n80066190	100	Savez komunista Jugoslavije		n80066190		Savez komunista Jugoslavije	n80066190	0.962962963	Organization		http://example.org/1051494#Agent610-18	
Shaw, Robert B.	n91106982	100	Shaw, Robert B				Shaw, Robert B			Person		http://example.org/1007423#Agent100-13	
Comstock (W.H.) Company	no2001040425	86	Comstock (W.H.) Company				Comstock (W.H.) Company			Organization		http://example.org/1007423#Agent610-22	
Renfree, Harold Edward, 1905-	n84154902	100	Renfree, Harold Edward, 1905-	n84154902	n84154902	1	Renfree, Harold Edward, 1905-			Person		http://example.org/1078757#Agent100-10	
Australia. Crown Solicitor's Office			Australia. Crown Solicitor's Office				Australia. Crown Solicitor's Office			Jurisdiction		http://example.org/1078757#Agent610-18	
Hughes, Norah Louise, 1905-			Hughes, Norah Louise, 1905-				Hughes, Norah Louise, 1905-			Person		http://example.org/1018805#Agent100-12	
Matchett, Sylvia J			Matchett, Sylvia J				Matchett, Sylvia J			Person		http://example.org/1000350#Agent100-10	
Ontario Occupational Health Nurses Association			Ontario Occupational Health Nurses Association				Ontario Occupational Health Nurses Association			Organization		http://example.org/1000350#Agent610-18	
Riegler, Natalie N	nb98034622		Riegler, Natalie N	nb98034622	nb98034622	0.8888888889	Riegler, Natalie N			Person		http://example.org/1000350#Agent700-21	
Ontario Occupational Health Nurses Association			Ontario Occupational Health Nurses Association				Ontario Occupational Health Nurses Association			Organization		http://example.org/1000350#Agent710-22	
Woodworth, Marguerite			Woodworth, Marguerite				Woodworth, Marguerite			Person		http://example.org/1007114#Agent100-11	
Dominion Atlantic Railway	nr95040616	100	Dominion Atlantic Railway		nr95040616		Dominion Atlantic Railway	nr95040616	0.96	Organization		http://example.org/1007114#Agent610-19	
Adams, Francis, 18th century	n84213415	88	Adams, Francis, 18th century	n84213415	n84213415	0.8	Adams, Francis, 18th century			Person		http://example.org/1071053#Agent100-15	
Morley, John, 1838-1923	n79045510	100	Morley, John, 1838-1923	n79045510	n79045510	1	Morley, John, 1838-1923			Person		http://example.org/1071053#Agent700-30	
